cpu_usage_spike,websocket_connections,wasm_modules,crypto_api_calls,obfuscation_level,suspicious_domains,script_size_kb,is_miner
24.963556387863576,0,0,60,0.17868650334923136,0,2603,0
81.8126542469622,7,3,3257,0.519092476339774,4,1667,1
32.44216229399676,0,0,29,0.14901104470735652,0,3387,0
26.78805539444506,0,0,68,0.2964967855462395,0,4047,0
92.27109811269345,9,1,7265,0.5127891373115958,2,355,1
23.9658060646677,0,0,5,0.24275421201041514,0,3891,0
71.7537396171063,7,4,9612,0.73009252963521,3,1674,1
28.763089849823448,1,0,10,0.17419382046635853,0,3883,0
30.37836066141778,1,0,23,0.2177431592583364,0,2782,0
38.776106801847156,1,0,91,0.25208745923965464,0,659,0
14.113907556077507,1,0,78,0.25886522005215296,0,2716,0
5.645974666505793,0,0,50,0.05261428888319549,0,1922,0
24.09629625495027,0,0,18,0.05911077892589077,0,3695,0
87.49921744552614,1,2,8770,0.674684725179513,4,4871,1
32.66426165590458,0,0,80,0.03955273733768183,0,1819,0
74.55228738859157,5,1,6118,0.5653710030512336,3,3270,1
14.161350416295829,1,0,2,0.21631074676508485,0,2122,0
89.94217614732538,9,4,5813,0.7677463218931331,2,1492,1
16.571028348950065,1,0,30,0.22737106067520518,0,685,0
35.11790203056057,0,0,46,0.1459607543459672,0,485,0
21.58160538085521,0,0,7,0.1666792358729905,0,335,0
32.985252543570105,1,0,16,0.03331997597807474,0,3273,0
70.22059133663281,7,3,1126,0.9486983360150401,1,2145,1
32.05815495659892,1,0,99,0.22743795965986643,0,4263,0
16.643554528561335,0,0,90,0.09226847750418588,0,1306,0
34.09958176756089,1,0,44,0.09857342334012058,0,291,0
14.610031044285755,0,0,96,0.06590443517194064,0,666,0
99.37095522375003,2,4,686,0.8493627487609037,4,2220,1
82.62209687705851,7,4,784,0.6899677378332623,3,3255,1
85.05836215395524,4,1,6142,0.705912176266972,2,910,1
16.13613233280461,0,0,69,0.07164663093890923,0,4436,0
14.3346200723025,0,0,20,0.05155599978412327,0,153,0
87.46210393372671,7,4,1396,0.8697028853591255,4,3379,1
10.602593692035573,0,0,54,0.013683444533555843,0,3943,0
95.9309879936792,3,3,7250,0.7082965548415859,3,2497,1
83.70664215211801,3,4,7892,0.8583542511295197,4,2545,1
84.25325094795507,9,2,6704,0.9581112960148882,2,1423,1
29.465959491473324,0,0,74,0.1074270383383431,0,1053,0
13.851913194470049,1,0,45,0.13348373465044389,0,2593,0
90.91498762871052,1,1,5853,0.8184510964062681,1,3684,1
19.101135263482078,1,0,88,0.1977305236060541,0,659,0
37.73262335598063,1,0,93,0.1944605159647734,0,4770,0
5.411778302844919,0,0,24,0.07825697604624973,0,3301,0
72.06261719267462,4,1,5347,0.7428555033946902,3,2931,1
22.548876750836353,1,0,48,0.27531290097576894,0,182,0
35.56844575298666,0,0,45,0.09478150416695857,0,3031,0
7.940060008221899,1,0,90,0.005119624969820391,0,2058,0
28.85341104603276,0,0,89,0.2697462559945515,0,4088,0
94.79393828476549,4,4,6084,0.5182133562563068,4,3106,1
28.417800590179915,1,0,76,0.01528393212391006,0,2937,0
37.981707322726294,0,0,87,0.00148697755776368,0,1904,0
99.15535903976453,3,3,110,0.5768229024941696,4,3986,1
85.378457323096,7,4,860,0.9949413068846666,3,3272,1
21.48789977465796,0,0,56,0.27437465018879653,0,418,0
84.08220525967775,7,1,1277,0.6459866868206431,4,3559,1
15.855152738178072,0,0,63,0.2583463848379761,0,3385,0
20.796785380393406,0,0,30,0.020593280917511003,0,4032,0
75.780291894601,3,3,2489,0.8260953925656404,3,587,1
73.87213740792645,8,1,6464,0.5877243447893323,4,3617,1
78.93578195170633,4,3,2652,0.9596207704623065,1,4187,1
93.4014426112013,8,3,1582,0.9002467732975636,1,612,1
37.278080444355545,0,0,92,0.2571163957418986,0,3765,0
21.808284971485936,0,0,5,0.035340237528443716,0,4079,0
74.98554998829248,6,3,7385,0.729195428099425,4,997,1
34.056403831619285,1,0,88,0.09702754025686074,0,4246,0
98.19773118657126,5,2,3939,0.9088173564128066,3,2325,1
80.29080137770073,3,3,7681,0.5546322428105754,3,4244,1
99.64372227863906,2,1,2855,0.7076571199138963,2,3128,1
18.115585788751595,1,0,58,0.1622734577877318,0,1093,0
37.39352625764133,0,0,28,0.11802533602829261,0,2618,0
34.01254619175542,1,0,66,0.10765012855033954,0,1597,0
8.814999645204164,0,0,16,0.25407081854324215,0,1094,0
8.784317336698361,1,0,1,0.21714459284479964,0,1759,0
19.97543301985469,1,0,31,0.27162870411754175,0,3176,0
8.453008185648317,1,0,21,0.2892106367194842,0,1665,0
26.668258334489188,1,0,96,0.09001525082514224,0,3556,0
10.029206254160687,1,0,57,0.15890223561025182,0,49,0
23.283064238838037,1,0,52,0.18954624220944988,0,1360,0
5.252698145130122,0,0,85,0.04915468403293727,0,2004,0
71.18085639459188,7,3,8945,0.6298555400512287,1,2463,1
28.70167532854294,1,0,3,0.26032917423459406,0,753,0
21.941362907974696,1,0,37,0.16065705322661195,0,3292,0
39.23943200996458,1,0,12,0.17123226490801177,0,4143,0
84.03161847913452,2,3,7444,0.9831876739971998,4,2374,1
17.567477266510295,0,0,86,0.2264882114498071,0,1116,0
6.5920289515296115,1,0,63,0.043650583404612975,0,3437,0
34.59692050402566,1,0,76,0.18421453223145978,0,639,0
36.8932008610135,1,0,83,0.14084385347328904,0,4920,0
33.72195876966629,1,0,32,0.26908744785231725,0,4644,0
9.47824793219177,0,0,97,0.1558862813688976,0,2266,0
39.92702970443007,0,0,37,0.28288049222224965,0,3995,0
82.98519763171517,5,2,4354,0.9962473384480364,3,501,1
86.06627419293395,9,1,8598,0.5103443414210447,3,4689,1
36.781220671750255,0,0,31,0.2625473844275303,0,4163,0
13.24904900157483,1,0,10,0.1752789869206064,0,1492,0
96.6227360611108,3,1,6076,0.5970655125278764,2,1959,1
15.831855271820343,1,0,44,0.11277700723576796,0,2453,0
39.17446278344197,0,0,20,0.23182562593748748,0,3143,0
14.84410071331661,0,0,11,0.17418940535071334,0,3527,0
38.37025386652423,1,0,19,0.12047627564079627,0,2144,0
98.86175496824055,6,1,1139,0.9855545614910587,2,1871,1
85.26877121266142,2,1,9682,0.7058111483408394,1,620,1
23.62388968429513,1,0,70,0.006870153767539777,0,1157,0
21.725697699295573,0,0,1,0.02695884033525303,0,4751,0
12.8223009989544,0,0,42,0.02834563212212375,0,2340,0
29.69585264217722,1,0,96,0.06958014157900042,0,2571,0
11.678332200620748,0,0,20,0.12809713176819418,0,838,0
24.34946285946689,1,0,28,0.24109496978776634,0,1705,0
78.3702487104339,7,3,6540,0.7623809770106249,4,2214,1
38.446748292347465,1,0,44,0.005243336514181429,0,2283,0
6.002091784247849,0,0,75,0.14500855588551867,0,2890,0
71.64898920519467,2,1,6669,0.6265898164046302,1,3475,1
87.35625454610594,1,2,4445,0.8793733107562853,3,275,1
19.492373901873577,1,0,2,0.2883763556301944,0,1299,0
13.145558465451874,0,0,38,0.030403539340926787,0,3630,0
22.197218159407484,0,0,50,0.051929897371591434,0,3401,0
35.53629331404886,0,0,7,0.21723662104371247,0,482,0
29.922219749320977,0,0,45,0.15036373469121186,0,2585,0
79.49371392623249,8,2,8067,0.5426589121229157,1,1906,1
8.115111229393788,0,0,5,0.259067503508667,0,3164,0
29.289723793624646,0,0,57,0.07532546281831037,0,899,0
10.824499950882895,1,0,40,0.20484875113192255,0,3509,0
32.522858508659425,0,0,78,0.1822803709901268,0,1621,0
80.04634870410955,4,1,9897,0.6476716105861413,1,4486,1
87.12561808836284,1,2,8724,0.8604444439810974,2,195,1
17.266457081127477,1,0,40,0.015561129213197999,0,4015,0
35.05848701361999,0,0,47,0.17225583818175358,0,3343,0
9.429056054969285,0,0,95,0.28766349573553734,0,2236,0
24.7975708834676,0,0,69,0.004389353851567024,0,3223,0
9.972156330507179,0,0,26,0.07207739652673638,0,4025,0
29.667854264626534,1,0,46,0.09482033698923599,0,1301,0
36.67773447280684,0,0,76,0.22975166636729266,0,2683,0
20.21126788535387,1,0,22,0.09698307674044855,0,2527,0
22.083229109274157,1,0,73,0.07172515895889417,0,3773,0
37.45979927689668,1,0,13,0.19456740434011233,0,3058,0
23.234698602727498,1,0,60,0.01392158668829988,0,2164,0
22.065945331734632,0,0,66,0.05117905798762409,0,3112,0
25.241518594650646,0,0,75,0.12240906860083312,0,3628,0
99.86264538776368,5,2,7614,0.798530752229826,1,3853,1
8.740918128046099,0,0,64,0.10414974575500896,0,530,0
33.738868470953065,0,0,95,0.03256650393589853,0,1654,0
20.242675960864073,0,0,23,0.10825200583493898,0,664,0
7.532197846411994,1,0,52,0.2393978315974208,0,51,0
32.51639342193746,1,0,72,0.12415326053921856,0,2921,0
18.193249009019524,0,0,49,0.17585135544470548,0,3794,0
95.59951559999757,1,1,6357,0.9602650743055818,3,3961,1
27.18226638401377,0,0,38,0.020913409040572827,0,1833,0
35.80459737017746,1,0,73,0.26398681257946816,0,4953,0
36.07137282948952,0,0,43,0.09941177884378764,0,2318,0
38.51822161831406,0,0,93,0.1051011699204398,0,1523,0
35.369691091834085,0,0,4,0.26330635484365755,0,4776,0
85.45501085159766,1,4,6092,0.9516288706703091,1,3746,1
18.308440824468658,1,0,71,0.22687881329628384,0,1290,0
88.3402496874318,9,4,1507,0.5296620949843056,3,4934,1
81.12921137776507,7,4,9692,0.5451620685276439,3,3148,1
26.054197723289715,1,0,78,0.2873987463168683,0,229,0
26.22109315810862,1,0,87,0.27274088613837827,0,3404,0
17.775885641358805,0,0,14,0.07086603804943632,0,4019,0
36.65658745484507,0,0,49,0.24119825734315237,0,4969,0
22.612992088514115,1,0,5,0.12281892944919598,0,3817,0
21.267447207812527,1,0,65,0.2051300903593449,0,2042,0
39.912981098166355,1,0,68,0.0496808999439702,0,1639,0
22.272512742541583,0,0,38,0.16156627519692623,0,3259,0
87.29466709419597,7,4,1645,0.9633954228277026,3,470,1
22.957429800220332,1,0,95,0.16085014960743477,0,299,0
94.29936231050416,9,2,8232,0.9188861579809172,3,1145,1
32.19011144143985,1,0,92,0.1357399586306444,0,2523,0
32.60036177879648,1,0,87,0.20039081015232924,0,233,0
29.78083243992691,0,0,45,0.26312237449818565,0,2455,0
13.897624017334088,1,0,30,0.04958670092558341,0,463,0
70.27261104853649,1,2,1872,0.7512001697456059,3,4468,1
89.44892581896404,5,1,264,0.763968126263433,2,2056,1
85.33281464417195,1,1,8911,0.6159652123034114,4,2732,1
9.565947279298786,0,0,19,0.1537643755253289,0,4108,0
39.14617390061892,0,0,3,0.25866257152888195,0,4698,0
87.1359755188874,6,1,2880,0.6947174832392269,3,3885,1
95.90294733368154,2,2,7853,0.684457957940038,3,700,1
74.1835070861548,6,3,5398,0.8360125110599492,4,858,1
23.959038841180494,0,0,9,0.2906727262855966,0,3396,0
27.62406078330299,1,0,40,0.2402692972999253,0,4711,0
87.49317271839695,9,1,3852,0.600248535342534,2,4834,1
6.792222221661517,1,0,86,0.050017077917713815,0,2478,0
81.16130703436622,7,3,3332,0.6037974894182295,3,1438,1
72.773485511112,8,4,7694,0.8035301339616772,3,2325,1
27.66981761765804,0,0,47,0.08369248613774162,0,3935,0
81.83438172516573,3,4,7299,0.8301517234845613,2,2625,1
96.01180547136842,7,1,6364,0.7375940689904412,3,748,1
11.012618831721838,0,0,71,0.2856618762755562,0,4761,0
99.00202682605324,5,2,6719,0.9795035053433876,3,2228,1
10.559844218038453,0,0,42,0.10397886877911104,0,2362,0
77.42894929214316,7,2,9482,0.8342106852028355,2,3249,1
39.05420831471067,0,0,50,0.19303060618180537,0,884,0
96.86667222621655,8,2,3504,0.8488885479904943,3,344,1
14.424464850682268,0,0,58,0.27568101044810595,0,1188,0
25.670638020850475,1,0,40,0.22987294026276425,0,639,0
79.62991136922693,2,3,6996,0.5151029335055476,4,90,1
10.389094541034018,0,0,29,0.27826975255189634,0,919,0
32.78010990248243,0,0,17,0.17781918939996563,0,459,0
78.2042354612494,6,3,9839,0.8627502906881896,2,3080,1
92.09419523857218,8,2,6810,0.5054981446378106,3,2980,1
15.103320593641115,1,0,51,0.27575845768486085,0,4088,0
37.82957529108239,1,0,47,0.020280609383731375,0,1989,0
33.89850060928173,1,0,22,0.17514590038403333,0,4785,0
29.422896157188333,0,0,36,0.14051777735131474,0,3405,0
7.8781627528710185,0,0,70,0.14716271503940173,0,739,0
19.639242831590153,1,0,92,0.13797318108606085,0,3309,0
79.62200746934714,7,3,1563,0.5575471319506312,2,3021,1
75.76773755404275,8,3,2007,0.5436726875682949,4,3030,1
79.28408647265803,4,4,6301,0.8907281495540458,3,1023,1
26.03590571210415,0,0,48,0.060204762870325695,0,4785,0
16.458183804038974,1,0,48,0.07551498477742041,0,1330,0
32.333068663267056,0,0,81,0.1981260250031625,0,3274,0
34.41573535735819,1,0,46,0.03508078147519859,0,4618,0
16.326331430192475,0,0,24,0.05634654329840319,0,4692,0
77.2480382930729,2,3,6100,0.73967288568167,2,4953,1
8.625179813605525,0,0,26,0.013131908388904056,0,2918,0
34.32051845179297,1,0,11,0.03807809982611746,0,3053,0
10.34626510836658,0,0,22,0.25900588169002464,0,2200,0
72.65735018909932,9,3,6372,0.6114866537337896,3,2251,1
27.46213915543539,1,0,43,0.10433283151409466,0,2579,0
21.5178078014353,1,0,70,0.10439739459335533,0,3514,0
36.77617101444915,1,0,23,0.2809546347792011,0,1312,0
92.18743531665228,8,1,4430,0.7745210904111309,3,799,1
15.050329220317003,1,0,92,0.17408865392558123,0,3309,0
95.24866022628322,9,2,4749,0.6822694675590937,2,1974,1
70.91061416599013,1,4,6696,0.5893316026656019,4,426,1
17.05498161760159,0,0,91,0.2855251547467802,0,3282,0
29.2809454544415,1,0,86,0.10674827611300318,0,1354,0
76.52763819794933,2,1,3680,0.8416594194402645,1,2747,1
34.85443891605478,0,0,15,0.2013895441560532,0,2425,0
39.049981164862,0,0,97,0.290181486703253,0,2655,0
72.1799676274347,4,1,3296,0.5051807735388896,1,2617,1
75.97280259807778,9,1,6249,0.8574342493843403,3,814,1
80.43467042299137,1,1,4653,0.7347109010277392,3,2775,1
88.60704546883362,9,4,4110,0.9970093459071947,4,1962,1
21.65935916222271,1,0,77,0.1131380828555558,0,3407,0
39.782058596877604,1,0,94,0.003927748709654155,0,4928,0
78.69183951214644,1,3,6190,0.9023527141040676,4,1973,1
38.33719551520136,0,0,5,0.18914777136072058,0,4415,0
34.2239342318415,1,0,63,0.2656684871201,0,4808,0
82.3343300943996,5,1,2636,0.7651291374137583,2,2585,1
33.50467190251362,0,0,8,0.19924143210257,0,3384,0
21.070569563156898,1,0,5,0.031146481576860563,0,4802,0
13.812595867140953,0,0,16,0.19945814727401395,0,3723,0
17.961206140768276,1,0,39,0.13630401521075727,0,3758,0
5.708268142398266,1,0,98,0.19543206947454703,0,614,0
23.33976086126335,1,0,75,0.0978519328589482,0,3360,0
22.677023009464303,1,0,44,0.17444578249895104,0,3806,0
