url_length,param_count,special_chars,script_tags,sql_keywords,path_traversal,encoded_chars,method,content_length,attack_type,is_attack
91,3,5,0,0,0,2,PUT,6705,normal,0
85,2,5,0,0,0,4,POST,6555,normal,0
211,3,26,0,0,0,21,GET,8411,csrf,1
50,3,0,0,0,0,4,POST,1632,normal,0
509,17,14,0,0,0,25,GET,6467,rce,1
513,7,16,3,0,0,5,GET,8802,xss,1
281,8,34,0,7,0,7,POST,7557,sqli,1
42,1,1,0,0,0,0,PUT,4229,normal,0
22,1,7,0,0,0,0,GET,4944,normal,0
51,1,2,0,0,0,2,PUT,3184,normal,0
39,2,7,0,0,0,4,POST,6076,normal,0
189,4,40,0,8,0,26,GET,8624,sqli,1
48,1,0,0,0,0,0,GET,6530,normal,0
71,2,6,0,0,0,1,POST,3437,normal,0
797,9,45,3,0,0,8,GET,3105,xss,1
53,1,5,0,0,0,0,POST,8253,normal,0
354,13,10,0,0,7,19,POST,4182,lfi,1
687,16,13,0,0,6,12,POST,890,lfi,1
997,5,45,0,0,0,18,GET,5246,rce,1
89,0,0,0,0,0,4,GET,3921,normal,0
30,1,5,0,0,0,1,GET,9531,normal,0
693,6,37,0,0,5,26,GET,2860,lfi,1
40,3,0,0,0,0,1,DELETE,2378,normal,0
584,18,45,0,0,9,24,GET,6395,lfi,1
357,5,45,0,0,4,26,GET,5358,lfi,1
738,12,13,0,0,0,13,DELETE,2082,rce,1
31,1,3,0,0,0,3,POST,8969,normal,0
26,0,4,0,0,0,1,GET,7783,normal,0
303,5,34,0,0,0,9,GET,5029,rce,1
84,2,4,0,0,0,0,DELETE,1406,normal,0
83,3,2,0,0,0,1,GET,2757,normal,0
45,1,5,0,0,0,1,POST,9938,normal,0
287,16,10,0,0,3,12,POST,7368,lfi,1
428,16,20,4,0,0,9,POST,7400,xss,1
81,4,9,0,0,0,1,GET,3567,normal,0
66,4,3,0,0,0,1,GET,5932,normal,0
496,6,31,3,0,0,12,POST,2124,xss,1
616,8,22,0,0,0,11,PUT,5337,csrf,1
91,3,6,0,0,0,4,PUT,6123,normal,0
95,2,8,0,0,0,1,GET,2421,normal,0
919,4,44,0,0,0,10,GET,52,rce,1
944,5,47,0,8,0,25,GET,5715,sqli,1
268,11,44,1,0,0,25,GET,4353,xss,1
792,19,22,4,0,0,8,POST,1734,xss,1
31,1,8,0,0,0,1,GET,8034,normal,0
82,3,1,0,0,0,4,GET,3466,normal,0
754,5,38,0,6,0,9,POST,927,sqli,1
461,8,17,0,8,0,23,POST,4344,sqli,1
859,9,17,0,0,0,12,POST,6212,rce,1
738,3,16,0,0,0,9,POST,7064,rce,1
27,0,4,0,0,0,1,GET,9638,normal,0
87,4,3,0,0,0,1,GET,2699,normal,0
515,9,32,0,5,0,10,DELETE,339,sqli,1
454,11,45,2,0,0,5,POST,2421,xss,1
354,5,41,2,0,0,15,GET,4980,xss,1
242,14,13,0,3,0,24,GET,6400,sqli,1
851,10,39,0,0,0,13,GET,2563,rce,1
23,4,6,0,0,0,4,POST,3339,normal,0
66,0,1,0,0,0,1,POST,3999,normal,0
40,2,3,0,0,0,3,GET,9572,normal,0
75,0,0,0,0,0,3,GET,4942,normal,0
85,1,4,0,0,0,1,POST,2355,normal,0
78,3,4,0,0,0,3,DELETE,8793,normal,0
26,1,3,0,0,0,2,GET,9863,normal,0
68,1,9,0,0,0,3,POST,2779,normal,0
35,4,6,0,0,0,4,GET,5917,normal,0
36,2,5,0,0,0,3,GET,2538,normal,0
94,3,9,0,0,0,1,POST,8830,normal,0
952,16,19,0,9,0,12,POST,2685,sqli,1
52,3,1,0,0,0,2,GET,4075,normal,0
45,2,3,0,0,0,3,POST,4802,normal,0
85,0,8,0,0,0,2,POST,1374,normal,0
318,8,31,0,3,0,16,POST,7175,sqli,1
60,2,4,0,0,0,3,POST,5350,normal,0
560,5,29,2,0,0,18,GET,1726,xss,1
98,2,2,0,0,0,2,POST,8848,normal,0
29,0,8,0,0,0,3,GET,7792,normal,0
34,2,6,0,0,0,3,GET,7980,normal,0
61,3,2,0,0,0,0,GET,5315,normal,0
354,6,40,3,0,0,23,POST,7049,xss,1
167,3,48,0,2,0,21,GET,6607,sqli,1
715,16,23,0,0,0,7,GET,2962,csrf,1
28,3,6,0,0,0,4,POST,8102,normal,0
55,4,4,0,0,0,0,POST,4913,normal,0
920,17,33,0,3,0,14,GET,2875,sqli,1
99,0,0,0,0,0,2,POST,579,normal,0
55,3,6,0,0,0,0,PUT,8351,normal,0
67,1,4,0,0,0,0,POST,3572,normal,0
70,3,6,0,0,0,4,GET,9681,normal,0
456,3,34,0,0,3,29,PUT,2895,lfi,1
355,17,40,0,9,0,22,GET,463,sqli,1
452,6,38,3,0,0,23,POST,8699,xss,1
87,4,4,0,0,0,2,POST,5783,normal,0
41,3,7,0,0,0,1,POST,9499,normal,0
96,4,7,0,0,0,2,POST,6294,normal,0
99,4,1,0,0,0,2,PUT,1021,normal,0
25,2,0,0,0,0,0,DELETE,2933,normal,0
793,12,10,2,0,0,15,GET,2942,xss,1
383,16,10,4,0,0,7,DELETE,6356,xss,1
22,3,2,0,0,0,1,GET,6728,normal,0
198,13,49,0,0,8,23,GET,3393,lfi,1
296,8,27,0,5,0,28,POST,665,sqli,1
79,4,9,0,0,0,0,DELETE,6331,normal,0
977,9,40,2,0,0,15,GET,3643,xss,1
84,1,7,0,0,0,2,PUT,767,normal,0
71,1,1,0,0,0,2,DELETE,8575,normal,0
95,1,4,0,0,0,2,PUT,1337,normal,0
717,4,31,0,5,0,16,GET,4397,sqli,1
91,4,0,0,0,0,4,POST,4059,normal,0
87,2,0,0,0,0,0,POST,9584,normal,0
47,3,8,0,0,0,3,GET,2147,normal,0
90,0,4,0,0,0,2,DELETE,1411,normal,0
174,3,11,0,0,0,29,GET,6589,rce,1
141,8,46,4,0,0,9,GET,4150,xss,1
85,1,2,0,0,0,1,GET,7663,normal,0
69,3,3,0,0,0,2,GET,6898,normal,0
33,4,4,0,0,0,0,GET,2174,normal,0
35,0,9,0,0,0,4,PUT,4051,normal,0
73,2,4,0,0,0,2,DELETE,3392,normal,0
62,4,9,0,0,0,1,GET,3467,normal,0
61,4,7,0,0,0,1,GET,9364,normal,0
299,7,21,3,0,0,24,GET,7570,xss,1
200,12,35,2,0,0,6,GET,8417,xss,1
38,2,5,0,0,0,2,PUT,1333,normal,0
85,2,9,0,0,0,0,GET,418,normal,0
685,3,37,4,0,0,5,GET,4384,xss,1
92,4,9,0,0,0,4,POST,5638,normal,0
476,7,24,0,0,0,8,POST,4968,rce,1
754,19,45,1,0,0,24,GET,2816,xss,1
73,4,8,0,0,0,1,POST,167,normal,0
44,2,6,0,0,0,2,GET,5009,normal,0
872,11,24,2,0,0,16,POST,9890,xss,1
42,4,0,0,0,0,0,GET,9510,normal,0
30,0,0,0,0,0,2,POST,3082,normal,0
281,10,44,0,0,5,22,GET,2404,lfi,1
87,1,8,0,0,0,3,GET,2178,normal,0
44,3,9,0,0,0,0,POST,6459,normal,0
495,17,24,1,0,0,29,GET,4699,xss,1
49,1,7,0,0,0,2,GET,3385,normal,0
64,1,8,0,0,0,4,GET,6629,normal,0
947,11,45,0,0,7,5,GET,110,lfi,1
70,4,2,0,0,0,3,POST,5409,normal,0
380,4,24,0,0,6,5,GET,8438,lfi,1
314,9,36,0,0,0,28,GET,5741,rce,1
21,1,7,0,0,0,0,GET,1444,normal,0
24,2,8,0,0,0,4,PUT,9671,normal,0
81,3,6,0,0,0,4,GET,4220,normal,0
88,2,0,0,0,0,3,POST,5834,normal,0
71,2,1,0,0,0,2,GET,2307,normal,0
408,16,34,3,0,0,8,GET,534,xss,1
78,1,8,0,0,0,3,POST,8271,normal,0
87,3,3,0,0,0,1,POST,4367,normal,0
162,6,46,0,0,0,16,POST,5975,rce,1
41,2,7,0,0,0,0,POST,3636,normal,0
325,18,32,0,4,0,27,GET,8593,sqli,1
29,1,4,0,0,0,1,GET,3124,normal,0
99,3,4,0,0,0,3,GET,895,normal,0
960,8,24,1,0,0,16,GET,6371,xss,1
524,8,27,1,0,0,8,GET,6077,xss,1
354,8,47,0,0,0,10,GET,3763,rce,1
528,9,22,0,2,0,23,POST,3896,sqli,1
533,18,33,0,2,0,10,GET,2759,sqli,1
24,1,3,0,0,0,0,PUT,2239,normal,0
89,2,5,0,0,0,1,GET,9171,normal,0
781,14,45,0,6,0,26,POST,3094,sqli,1
435,3,27,0,2,0,18,GET,9767,sqli,1
687,10,42,0,0,0,7,POST,1359,csrf,1
82,0,0,0,0,0,4,GET,1553,normal,0
78,2,7,0,0,0,4,GET,2535,normal,0
965,19,26,0,7,0,20,GET,8178,sqli,1
69,3,9,0,0,0,2,POST,9379,normal,0
612,3,23,0,0,4,11,POST,4067,lfi,1
266,3,39,0,0,0,15,GET,1383,rce,1
51,3,0,0,0,0,1,GET,7680,normal,0
829,7,17,0,5,0,24,POST,2395,sqli,1
884,9,11,0,2,0,10,PUT,4861,sqli,1
93,1,0,0,0,0,3,GET,3283,normal,0
350,19,13,0,0,0,20,POST,1908,rce,1
55,1,7,0,0,0,0,GET,3161,normal,0
955,15,29,0,6,0,29,PUT,9229,sqli,1
62,1,5,0,0,0,1,POST,18,normal,0
269,6,19,0,0,0,10,GET,5201,rce,1
78,1,3,0,0,0,0,GET,5880,normal,0
72,0,9,0,0,0,0,POST,8812,normal,0
660,7,45,0,0,0,13,POST,7686,rce,1
60,0,9,0,0,0,0,POST,5951,normal,0
66,0,7,0,0,0,2,GET,5382,normal,0
249,10,36,0,0,5,18,POST,9705,lfi,1
231,10,38,0,0,6,25,POST,2384,lfi,1
38,3,2,0,0,0,0,DELETE,2333,normal,0
158,15,19,2,0,0,9,GET,4349,xss,1
78,4,7,0,0,0,3,GET,2644,normal,0
84,3,2,0,0,0,1,GET,7368,normal,0
87,3,1,0,0,0,4,GET,9493,normal,0
997,15,41,3,0,0,7,POST,8829,xss,1
660,11,26,0,9,0,13,GET,1263,sqli,1
571,4,28,0,6,0,13,GET,918,sqli,1
843,19,49,0,6,0,26,POST,4915,sqli,1
74,2,1,0,0,0,3,GET,680,normal,0
76,3,8,0,0,0,4,POST,472,normal,0
25,4,6,0,0,0,3,GET,9984,normal,0
20,1,2,0,0,0,0,GET,8032,normal,0
27,4,5,0,0,0,2,GET,7929,normal,0
659,17,30,0,0,0,14,POST,4324,rce,1
44,3,5,0,0,0,0,PUT,5958,normal,0
66,0,9,0,0,0,0,POST,3470,normal,0
74,0,9,0,0,0,4,GET,7370,normal,0
827,8,43,0,4,0,21,GET,9899,sqli,1
788,3,21,3,0,0,20,GET,4144,xss,1
75,0,7,0,0,0,0,DELETE,4822,normal,0
31,3,4,0,0,0,3,DELETE,5808,normal,0
179,18,15,3,0,0,16,POST,3011,xss,1
90,0,4,0,0,0,4,GET,1097,normal,0
466,19,21,0,8,0,5,GET,9641,sqli,1
560,10,40,2,0,0,28,GET,7551,xss,1
29,3,5,0,0,0,1,GET,8969,normal,0
50,1,2,0,0,0,4,GET,9524,normal,0
563,14,10,0,0,0,10,GET,1449,csrf,1
89,4,0,0,0,0,2,GET,5450,normal,0
36,3,4,0,0,0,1,GET,2899,normal,0
806,6,44,0,2,0,9,POST,4503,sqli,1
313,16,22,0,0,7,26,GET,4166,lfi,1
468,16,40,0,0,0,8,GET,5563,csrf,1
953,8,29,0,5,0,26,POST,1460,sqli,1
91,3,0,0,0,0,2,DELETE,5381,normal,0
96,2,6,0,0,0,1,GET,9572,normal,0
602,10,42,0,5,0,7,POST,9520,sqli,1
51,0,8,0,0,0,2,GET,7710,normal,0
99,0,3,0,0,0,4,GET,6298,normal,0
687,9,41,0,0,0,12,GET,9331,rce,1
25,3,8,0,0,0,4,GET,7092,normal,0
54,4,0,0,0,0,1,POST,3122,normal,0
52,3,9,0,0,0,0,POST,1095,normal,0
37,0,8,0,0,0,1,GET,9855,normal,0
56,1,3,0,0,0,0,GET,5031,normal,0
32,2,7,0,0,0,1,GET,9382,normal,0
93,1,2,0,0,0,2,GET,3141,normal,0
797,3,28,1,0,0,20,GET,5087,xss,1
954,9,47,0,3,0,10,GET,5117,sqli,1
82,4,7,0,0,0,3,GET,9378,normal,0
183,10,36,0,0,8,12,POST,9790,lfi,1
29,3,7,0,0,0,0,GET,3358,normal,0
26,4,5,0,0,0,4,POST,6057,normal,0
767,3,37,0,0,0,14,GET,5463,rce,1
99,0,8,0,0,0,2,POST,8897,normal,0
264,15,30,0,0,9,13,GET,3880,lfi,1
48,0,5,0,0,0,1,GET,2889,normal,0
136,18,28,0,0,4,18,GET,9721,lfi,1
36,1,1,0,0,0,2,DELETE,7921,normal,0
502,6,13,0,0,0,13,POST,7638,rce,1
45,0,9,0,0,0,2,GET,7456,normal,0
144,14,41,0,0,0,22,GET,1848,csrf,1
40,0,1,0,0,0,2,GET,3576,normal,0
61,0,3,0,0,0,2,POST,9738,normal,0
161,12,23,0,0,6,24,POST,3801,lfi,1
77,0,8,0,0,0,2,GET,5869,normal,0
967,14,41,4,0,0,25,GET,344,xss,1
567,3,30,4,0,0,28,POST,2426,xss,1
26,1,8,0,0,0,0,GET,4227,normal,0
118,12,18,2,0,0,7,GET,1234,xss,1
34,4,7,0,0,0,2,GET,4812,normal,0
399,4,21,0,0,0,19,GET,9810,rce,1
44,1,9,0,0,0,4,GET,4172,normal,0
78,0,6,0,0,0,4,POST,9355,normal,0
527,11,41,0,0,7,13,POST,5028,lfi,1
216,13,45,0,0,0,8,POST,8945,rce,1
71,2,4,0,0,0,4,PUT,1590,normal,0
606,16,26,4,0,0,28,GET,4567,xss,1
40,2,2,0,0,0,0,GET,3089,normal,0
90,3,6,0,0,0,3,GET,4351,normal,0
51,2,4,0,0,0,2,DELETE,4454,normal,0
72,1,9,0,0,0,0,GET,6195,normal,0
78,2,7,0,0,0,4,POST,6866,normal,0
88,2,5,0,0,0,2,GET,5858,normal,0
396,17,16,0,0,0,23,GET,4128,csrf,1
330,5,41,0,0,0,24,GET,9543,csrf,1
552,6,34,2,0,0,21,POST,435,xss,1
75,1,3,0,0,0,2,GET,7140,normal,0
43,0,9,0,0,0,3,PUT,3490,normal,0
621,6,23,0,8,0,9,GET,4944,sqli,1
457,12,34,3,0,0,20,GET,2860,xss,1
81,3,7,0,0,0,0,GET,6723,normal,0
227,16,16,0,0,0,15,POST,1073,rce,1
790,5,21,0,7,0,26,GET,8861,sqli,1
504,19,12,0,0,5,10,GET,5317,lfi,1
491,13,36,0,2,0,15,GET,8654,sqli,1
292,12,28,3,0,0,5,GET,376,xss,1
56,3,6,0,0,0,0,GET,2593,normal,0
980,12,16,0,0,9,7,DELETE,435,lfi,1
842,5,25,0,0,0,12,POST,9212,rce,1
54,1,4,0,0,0,4,GET,8915,normal,0
71,3,8,0,0,0,2,POST,5391,normal,0
47,1,8,0,0,0,1,GET,2939,normal,0
824,7,20,0,2,0,5,GET,7743,sqli,1
148,18,29,0,0,0,24,POST,8182,csrf,1
52,1,8,0,0,0,1,GET,3623,normal,0
83,0,9,0,0,0,0,POST,2207,normal,0
45,3,7,0,0,0,0,POST,5495,normal,0
157,14,29,0,0,5,15,GET,4215,lfi,1
796,4,41,0,0,0,28,GET,6491,rce,1
673,11,38,0,5,0,22,GET,2093,sqli,1
59,0,6,0,0,0,1,GET,2516,normal,0
26,4,6,0,0,0,1,GET,2669,normal,0
76,3,1,0,0,0,4,GET,5490,normal,0
27,4,8,0,0,0,1,GET,5099,normal,0
777,9,45,0,0,0,17,POST,1144,rce,1
270,16,16,0,8,0,6,PUT,3008,sqli,1
674,7,42,0,0,0,27,GET,1312,csrf,1
246,18,24,0,0,0,20,GET,3629,csrf,1
31,1,2,0,0,0,0,POST,7505,normal,0
405,7,31,0,2,0,12,GET,6524,sqli,1
772,5,49,0,0,3,8,PUT,7555,lfi,1
752,12,38,0,0,0,18,GET,8049,rce,1
93,4,3,0,0,0,0,POST,9219,normal,0
58,4,3,0,0,0,4,POST,1936,normal,0
95,2,0,0,0,0,2,GET,4847,normal,0
320,4,44,0,0,5,10,POST,1615,lfi,1
654,10,11,1,0,0,16,DELETE,4296,xss,1
90,4,9,0,0,0,3,DELETE,6105,normal,0
477,6,25,1,0,0,20,POST,8390,xss,1
719,3,25,1,0,0,17,GET,2120,xss,1
94,2,8,0,0,0,1,POST,9142,normal,0
90,2,3,0,0,0,4,POST,2735,normal,0
361,3,32,1,0,0,8,GET,9951,xss,1
