url_length,param_count,special_chars,script_tags,sql_keywords,path_traversal,encoded_chars,method,content_length,attack_type,is_attack
314,18,24,0,8,0,19,POST,3289,sqli,1
625,19,28,0,0,6,23,GET,4438,lfi,1
314,13,14,0,0,0,15,POST,6867,rce,1
90,2,7,0,0,0,0,POST,3234,normal,0
227,10,48,0,0,5,19,GET,5997,lfi,1
26,1,2,0,0,0,2,POST,6301,normal,0
59,0,5,0,0,0,2,GET,1133,normal,0
89,2,4,0,0,0,0,GET,2062,normal,0
84,1,0,0,0,0,0,POST,4627,normal,0
87,1,4,0,0,0,2,GET,3471,normal,0
68,3,6,0,0,0,1,GET,468,normal,0
437,9,27,0,3,0,9,POST,1344,sqli,1
48,4,0,0,0,0,3,GET,9070,normal,0
40,4,2,0,0,0,0,GET,6098,normal,0
97,1,7,0,0,0,3,GET,3807,normal,0
28,1,5,0,0,0,3,GET,4736,normal,0
491,3,14,0,9,0,21,GET,4957,sqli,1
95,4,9,0,0,0,2,DELETE,3345,normal,0
673,5,33,0,0,0,18,GET,588,csrf,1
768,17,38,0,5,0,20,POST,3883,sqli,1
75,1,1,0,0,0,2,GET,9521,normal,0
70,2,0,0,0,0,4,POST,91,normal,0
421,3,19,0,6,0,24,DELETE,457,sqli,1
617,3,46,2,0,0,18,GET,1884,xss,1
669,4,42,0,3,0,22,POST,3121,sqli,1
424,17,32,0,6,0,10,DELETE,7642,sqli,1
91,3,7,0,0,0,1,GET,5611,normal,0
84,1,0,0,0,0,1,GET,7952,normal,0
73,2,4,0,0,0,0,POST,9595,normal,0
181,8,16,0,0,0,28,POST,3703,rce,1
573,11,30,1,0,0,5,GET,4482,xss,1
90,2,6,0,0,0,3,GET,1981,normal,0
82,3,0,0,0,0,2,GET,9984,normal,0
76,3,7,0,0,0,4,GET,4466,normal,0
74,3,2,0,0,0,3,POST,2231,normal,0
303,8,24,0,4,0,12,GET,8963,sqli,1
682,16,49,2,0,0,10,GET,5781,xss,1
486,15,49,0,0,0,20,POST,8396,rce,1
41,0,7,0,0,0,3,GET,8413,normal,0
94,2,0,0,0,0,3,GET,9383,normal,0
444,15,11,3,0,0,22,GET,3315,xss,1
902,16,21,0,2,0,26,GET,5175,sqli,1
61,4,8,0,0,0,2,GET,1598,normal,0
613,6,32,0,6,0,28,GET,4262,sqli,1
50,0,3,0,0,0,0,GET,1542,normal,0
49,0,3,0,0,0,1,POST,8333,normal,0
37,0,8,0,0,0,2,POST,89,normal,0
36,1,7,0,0,0,0,GET,4406,normal,0
57,0,9,0,0,0,1,GET,5490,normal,0
33,4,9,0,0,0,2,POST,3706,normal,0
538,12,10,4,0,0,27,GET,1209,xss,1
75,3,2,0,0,0,2,PUT,4978,normal,0
41,1,3,0,0,0,0,PUT,3224,normal,0
768,4,29,0,0,0,11,GET,4856,rce,1
75,2,7,0,0,0,3,GET,7793,normal,0
38,2,0,0,0,0,1,GET,6239,normal,0
119,10,24,0,7,0,23,GET,6853,sqli,1
63,0,9,0,0,0,4,PUT,9551,normal,0
54,0,1,0,0,0,2,PUT,1538,normal,0
20,2,1,0,0,0,0,GET,148,normal,0
71,3,7,0,0,0,3,GET,8065,normal,0
695,5,45,0,0,5,29,GET,7699,lfi,1
582,6,42,0,9,0,22,GET,1425,sqli,1
466,11,24,4,0,0,29,POST,1717,xss,1
933,7,12,0,0,0,28,PUT,9546,rce,1
513,17,38,0,6,0,5,GET,2635,sqli,1
40,2,7,0,0,0,4,GET,2363,normal,0
901,8,14,0,0,0,17,GET,3107,rce,1
35,2,1,0,0,0,2,GET,5628,normal,0
233,9,31,0,5,0,20,GET,1501,sqli,1
818,12,44,0,0,0,14,GET,1451,rce,1
59,4,5,0,0,0,4,GET,8641,normal,0
45,1,4,0,0,0,0,POST,1835,normal,0
99,1,3,0,0,0,0,GET,9635,normal,0
84,2,3,0,0,0,3,GET,5851,normal,0
451,7,28,0,5,0,25,POST,2948,sqli,1
659,9,16,0,0,0,15,POST,3935,rce,1
62,2,6,0,0,0,4,GET,6830,normal,0
36,0,1,0,0,0,0,GET,3709,normal,0
78,4,6,0,0,0,4,POST,1289,normal,0
42,3,1,0,0,0,0,GET,503,normal,0
26,2,3,0,0,0,1,GET,7951,normal,0
63,0,0,0,0,0,1,GET,5051,normal,0
357,8,38,0,0,9,11,GET,3097,lfi,1
90,0,0,0,0,0,1,GET,2147,normal,0
98,2,3,0,0,0,1,GET,9657,normal,0
164,13,28,2,0,0,16,POST,4520,xss,1
65,4,7,0,0,0,0,POST,1897,normal,0
253,19,10,0,0,0,9,DELETE,3716,csrf,1
365,9,24,0,0,5,15,GET,8842,lfi,1
97,3,4,0,0,0,2,GET,1210,normal,0
35,2,6,0,0,0,1,POST,2187,normal,0
90,2,7,0,0,0,4,GET,8058,normal,0
38,4,6,0,0,0,0,GET,3820,normal,0
21,0,3,0,0,0,1,GET,368,normal,0
990,15,27,2,0,0,21,GET,2843,xss,1
69,4,9,0,0,0,4,GET,3450,normal,0
31,4,5,0,0,0,3,GET,3518,normal,0
89,0,5,0,0,0,4,DELETE,6644,normal,0
709,19,29,0,0,0,11,GET,9828,rce,1
51,0,9,0,0,0,0,DELETE,3860,normal,0
20,2,1,0,0,0,0,POST,1144,normal,0
73,1,5,0,0,0,2,GET,3126,normal,0
548,3,11,0,0,0,16,POST,7660,csrf,1
89,2,1,0,0,0,4,POST,17,normal,0
400,12,35,3,0,0,14,GET,5999,xss,1
167,11,14,0,7,0,25,GET,1656,sqli,1
64,3,4,0,0,0,0,GET,1596,normal,0
916,16,29,0,9,0,19,POST,9137,sqli,1
42,3,2,0,0,0,3,GET,1287,normal,0
263,4,43,4,0,0,23,GET,267,xss,1
182,16,29,4,0,0,9,GET,434,xss,1
26,3,6,0,0,0,1,GET,2035,normal,0
98,2,0,0,0,0,2,GET,2497,normal,0
519,6,34,0,7,0,6,GET,6440,sqli,1
46,4,3,0,0,0,0,POST,6037,normal,0
45,3,0,0,0,0,3,POST,7806,normal,0
98,3,0,0,0,0,4,POST,3208,normal,0
55,1,4,0,0,0,1,GET,1613,normal,0
899,3,11,3,0,0,24,POST,8910,xss,1
83,4,9,0,0,0,0,GET,7164,normal,0
76,1,6,0,0,0,0,GET,2231,normal,0
88,2,3,0,0,0,0,DELETE,6463,normal,0
756,16,33,2,0,0,15,GET,8932,xss,1
21,4,3,0,0,0,1,GET,5695,normal,0
469,12,46,3,0,0,29,GET,8996,xss,1
99,1,4,0,0,0,2,GET,4512,normal,0
153,6,20,0,0,5,9,POST,7960,lfi,1
99,4,5,0,0,0,4,GET,4886,normal,0
97,1,7,0,0,0,4,POST,3771,normal,0
48,2,4,0,0,0,3,GET,9918,normal,0
606,11,30,0,0,3,25,GET,6023,lfi,1
440,13,13,0,0,0,22,GET,5904,rce,1
98,3,1,0,0,0,3,POST,3512,normal,0
508,8,23,2,0,0,20,POST,9290,xss,1
466,3,28,0,4,0,14,GET,8103,sqli,1
53,1,2,0,0,0,1,GET,1844,normal,0
60,2,7,0,0,0,1,DELETE,3924,normal,0
60,2,8,0,0,0,0,GET,4881,normal,0
42,4,4,0,0,0,1,GET,534,normal,0
172,16,40,0,0,0,28,GET,7577,rce,1
347,17,39,0,0,0,19,GET,5730,rce,1
959,7,30,3,0,0,29,GET,8476,xss,1
51,2,2,0,0,0,3,GET,7987,normal,0
50,3,4,0,0,0,1,POST,9321,normal,0
476,9,14,0,5,0,10,POST,8695,sqli,1
140,12,19,0,0,0,19,POST,4141,rce,1
269,18,36,0,0,0,19,GET,7936,rce,1
311,12,25,0,8,0,11,GET,8728,sqli,1
592,19,39,2,0,0,7,POST,8253,xss,1
71,1,6,0,0,0,3,PUT,5861,normal,0
25,0,0,0,0,0,2,GET,5201,normal,0
468,3,30,0,0,0,7,GET,2383,rce,1
856,17,49,2,0,0,10,POST,8402,xss,1
49,1,1,0,0,0,1,DELETE,2447,normal,0
40,3,9,0,0,0,3,DELETE,4804,normal,0
579,15,29,2,0,0,5,POST,3269,xss,1
93,0,5,0,0,0,0,GET,8568,normal,0
82,3,8,0,0,0,2,GET,9377,normal,0
61,3,6,0,0,0,3,PUT,6964,normal,0
836,19,39,3,0,0,20,GET,7062,xss,1
465,18,35,4,0,0,9,GET,3498,xss,1
95,2,5,0,0,0,3,PUT,2847,normal,0
398,19,22,3,0,0,21,GET,7658,xss,1
99,0,0,0,0,0,4,POST,7446,normal,0
60,1,8,0,0,0,2,POST,8083,normal,0
302,14,34,0,9,0,5,GET,8978,sqli,1
160,7,22,4,0,0,17,GET,732,xss,1
929,8,33,0,0,0,20,GET,5063,rce,1
413,3,40,2,0,0,6,POST,7313,xss,1
47,0,0,0,0,0,4,GET,7236,normal,0
83,1,8,0,0,0,1,GET,2699,normal,0
78,3,0,0,0,0,1,DELETE,2158,normal,0
77,1,2,0,0,0,3,GET,3664,normal,0
21,4,7,0,0,0,1,GET,9270,normal,0
403,13,24,0,0,0,16,GET,7811,csrf,1
90,3,0,0,0,0,1,GET,8153,normal,0
749,11,20,0,0,0,12,DELETE,4619,rce,1
437,19,46,3,0,0,16,GET,2193,xss,1
649,16,20,0,3,0,28,GET,4563,sqli,1
41,2,2,0,0,0,1,POST,9776,normal,0
82,1,9,0,0,0,2,POST,3006,normal,0
94,0,9,0,0,0,4,GET,4044,normal,0
93,0,5,0,0,0,0,POST,1210,normal,0
418,5,47,0,3,0,8,POST,1986,sqli,1
67,2,7,0,0,0,3,GET,3170,normal,0
62,2,5,0,0,0,2,POST,7473,normal,0
785,19,12,1,0,0,26,PUT,1748,xss,1
60,1,3,0,0,0,1,GET,757,normal,0
969,16,37,0,0,8,14,POST,9369,lfi,1
932,12,23,0,0,9,24,DELETE,918,lfi,1
987,17,39,0,0,0,18,POST,9311,rce,1
76,4,5,0,0,0,3,GET,8897,normal,0
21,3,8,0,0,0,0,GET,6054,normal,0
875,13,47,0,0,4,17,GET,4929,lfi,1
28,1,4,0,0,0,3,GET,2861,normal,0
593,18,23,0,0,6,26,DELETE,4494,lfi,1
589,4,17,0,0,5,21,GET,1807,lfi,1
820,3,17,0,0,0,19,GET,9591,rce,1
59,1,2,0,0,0,0,POST,2649,normal,0
77,0,3,0,0,0,1,GET,4423,normal,0
489,19,40,0,0,0,25,GET,1295,rce,1
40,1,5,0,0,0,2,GET,9812,normal,0
37,0,3,0,0,0,3,GET,2442,normal,0
74,3,7,0,0,0,0,POST,7639,normal,0
468,16,36,0,0,3,27,POST,2595,lfi,1
895,11,28,1,0,0,11,GET,5137,xss,1
93,3,0,0,0,0,3,GET,1072,normal,0
36,3,0,0,0,0,3,POST,4075,normal,0
648,16,18,1,0,0,23,PUT,9641,xss,1
748,12,37,0,0,0,13,GET,3942,csrf,1
64,1,8,0,0,0,2,POST,1771,normal,0
36,4,7,0,0,0,0,GET,5675,normal,0
286,6,41,0,0,0,11,GET,1017,rce,1
952,13,14,0,5,0,6,POST,3692,sqli,1
869,18,17,2,0,0,21,GET,8710,xss,1
544,6,23,4,0,0,15,GET,2351,xss,1
23,3,5,0,0,0,1,GET,9327,normal,0
39,3,3,0,0,0,2,GET,2772,normal,0
222,13,22,0,5,0,7,POST,911,sqli,1
287,5,38,0,4,0,25,GET,9007,sqli,1
841,11,17,0,0,0,18,GET,973,rce,1
779,8,40,0,0,0,19,GET,3102,rce,1
46,3,9,0,0,0,3,POST,7462,normal,0
34,4,4,0,0,0,0,GET,1800,normal,0
351,7,27,0,2,0,13,POST,808,sqli,1
718,16,16,3,0,0,14,POST,5438,xss,1
648,19,47,1,0,0,24,DELETE,5133,xss,1
434,5,25,0,9,0,27,PUT,8761,sqli,1
191,6,42,0,0,0,8,GET,969,rce,1
65,3,6,0,0,0,2,GET,4079,normal,0
68,2,0,0,0,0,2,POST,1879,normal,0
72,0,5,0,0,0,1,POST,3319,normal,0
22,0,7,0,0,0,2,GET,4705,normal,0
85,0,0,0,0,0,0,GET,6611,normal,0
61,2,7,0,0,0,0,GET,387,normal,0
38,3,6,0,0,0,2,PUT,8067,normal,0
36,4,0,0,0,0,1,PUT,5957,normal,0
52,1,8,0,0,0,3,GET,2489,normal,0
95,3,2,0,0,0,1,GET,7509,normal,0
68,2,1,0,0,0,4,GET,8707,normal,0
355,19,23,0,2,0,20,GET,5937,sqli,1
82,0,2,0,0,0,4,POST,3844,normal,0
22,3,0,0,0,0,2,POST,2890,normal,0
68,0,9,0,0,0,4,GET,1442,normal,0
921,15,33,0,3,0,20,GET,722,sqli,1
45,0,5,0,0,0,4,GET,8947,normal,0
935,18,17,4,0,0,26,PUT,2250,xss,1
71,2,4,0,0,0,4,GET,1908,normal,0
26,0,8,0,0,0,1,GET,2586,normal,0
65,0,6,0,0,0,2,POST,8577,normal,0
65,4,1,0,0,0,0,POST,6126,normal,0
853,10,49,4,0,0,19,PUT,6773,xss,1
220,13,10,0,6,0,14,GET,8190,sqli,1
484,12,30,0,0,0,29,GET,4087,csrf,1
73,1,6,0,0,0,2,GET,9683,normal,0
81,2,5,0,0,0,2,PUT,5078,normal,0
440,9,18,0,7,0,23,POST,8142,sqli,1
68,2,3,0,0,0,0,POST,3318,normal,0
44,1,2,0,0,0,3,GET,3038,normal,0
29,3,4,0,0,0,4,POST,9264,normal,0
99,0,2,0,0,0,4,GET,768,normal,0
341,15,45,0,0,6,20,GET,9178,lfi,1
554,10,45,0,9,0,15,GET,5557,sqli,1
720,4,18,2,0,0,19,POST,5262,xss,1
48,3,1,0,0,0,2,GET,196,normal,0
25,0,3,0,0,0,3,POST,2307,normal,0
35,0,2,0,0,0,0,POST,1389,normal,0
39,4,6,0,0,0,2,GET,6739,normal,0
99,1,1,0,0,0,4,POST,5311,normal,0
228,3,47,3,0,0,28,GET,3558,xss,1
295,9,28,2,0,0,28,GET,2990,xss,1
62,3,0,0,0,0,1,POST,5997,normal,0
543,16,41,0,0,4,9,POST,9861,lfi,1
382,17,22,0,6,0,17,GET,9609,sqli,1
90,4,6,0,0,0,3,POST,6253,normal,0
845,13,45,4,0,0,9,POST,6233,xss,1
45,3,4,0,0,0,2,GET,9778,normal,0
64,4,4,0,0,0,2,GET,4667,normal,0
82,4,1,0,0,0,1,POST,4402,normal,0
160,13,40,0,4,0,16,GET,6205,sqli,1
71,2,9,0,0,0,0,POST,9123,normal,0
87,2,0,0,0,0,3,POST,6988,normal,0
45,2,9,0,0,0,4,GET,9734,normal,0
94,1,8,0,0,0,0,DELETE,1992,normal,0
252,7,30,0,0,0,21,GET,4059,rce,1
848,13,18,3,0,0,6,PUT,7203,xss,1
49,2,0,0,0,0,3,GET,6893,normal,0
68,3,6,0,0,0,0,POST,3144,normal,0
31,2,3,0,0,0,4,GET,6882,normal,0
63,1,6,0,0,0,0,POST,7470,normal,0
52,4,4,0,0,0,0,GET,9726,normal,0
32,3,6,0,0,0,3,GET,2674,normal,0
97,0,9,0,0,0,4,GET,4548,normal,0
721,14,33,4,0,0,18,POST,9052,xss,1
276,3,27,3,0,0,10,GET,1552,xss,1
47,4,1,0,0,0,4,POST,6014,normal,0
67,3,7,0,0,0,2,POST,1392,normal,0
906,19,41,4,0,0,9,PUT,8572,xss,1
85,1,8,0,0,0,4,GET,5338,normal,0
196,12,40,0,0,0,13,POST,648,rce,1
980,10,27,1,0,0,18,GET,6394,xss,1
96,4,8,0,0,0,2,POST,4660,normal,0
42,4,7,0,0,0,0,POST,820,normal,0
236,6,34,4,0,0,24,GET,471,xss,1
21,0,3,0,0,0,4,GET,8054,normal,0
39,4,3,0,0,0,1,GET,121,normal,0
646,19,43,0,0,9,7,GET,5445,lfi,1
65,1,3,0,0,0,2,PUT,7695,normal,0
22,2,3,0,0,0,0,GET,4876,normal,0
524,12,17,1,0,0,27,PUT,2795,xss,1
31,4,2,0,0,0,4,GET,4216,normal,0
59,4,1,0,0,0,2,DELETE,2186,normal,0
525,3,31,0,0,5,13,POST,2134,lfi,1
97,4,1,0,0,0,0,POST,2177,normal,0
564,14,15,0,0,5,10,GET,2299,lfi,1
175,3,38,0,0,0,7,GET,5981,rce,1
63,0,2,0,0,0,1,GET,1383,normal,0
25,2,5,0,0,0,3,GET,4142,normal,0
96,1,5,0,0,0,2,POST,1968,normal,0
83,4,9,0,0,0,2,POST,6644,normal,0
41,0,4,0,0,0,1,GET,2472,normal,0
556,6,13,1,0,0,27,GET,5494,xss,1
31,3,4,0,0,0,4,GET,9442,normal,0
71,3,6,0,0,0,3,GET,5906,normal,0
776,3,44,0,0,0,7,GET,3110,rce,1
90,4,6,0,0,0,0,POST,8326,normal,0
752,5,17,0,9,0,22,GET,8801,sqli,1
38,2,2,0,0,0,3,POST,9249,normal,0
25,2,9,0,0,0,4,GET,6571,normal,0
471,7,24,1,0,0,23,POST,3774,xss,1
594,13,16,3,0,0,29,GET,4655,xss,1
723,11,24,0,0,0,11,POST,258,rce,1
144,5,15,0,7,0,29,GET,6868,sqli,1
500,8,26,0,5,0,6,GET,6817,sqli,1
88,1,3,0,0,0,4,GET,5744,normal,0
30,0,0,0,0,0,1,POST,9107,normal,0
696,17,41,0,6,0,18,POST,3942,sqli,1
549,5,31,0,8,0,22,GET,237,sqli,1
584,3,36,0,0,0,8,GET,3355,csrf,1
88,1,1,0,0,0,2,GET,8879,normal,0
42,4,0,0,0,0,4,GET,7904,normal,0
117,16,37,0,9,0,17,POST,6601,sqli,1
56,2,1,0,0,0,1,POST,5706,normal,0
761,16,18,0,0,5,25,PUT,1158,lfi,1
857,14,43,0,0,0,29,DELETE,594,rce,1
22,0,4,0,0,0,1,POST,1750,normal,0
513,3,18,0,4,0,24,GET,402,sqli,1
820,15,24,0,9,0,9,GET,9013,sqli,1
45,1,4,0,0,0,2,GET,3838,normal,0
334,19,17,0,0,0,7,GET,2540,rce,1
91,2,4,0,0,0,3,POST,5878,normal,0
598,8,28,0,7,0,23,DELETE,7490,sqli,1
30,0,5,0,0,0,1,POST,9889,normal,0
749,3,20,0,0,0,11,GET,5534,rce,1
91,1,9,0,0,0,1,GET,5286,normal,0
54,4,0,0,0,0,0,POST,1613,normal,0
812,8,19,0,0,0,27,POST,6579,rce,1
33,4,1,0,0,0,0,GET,5651,normal,0
29,3,9,0,0,0,1,POST,3679,normal,0
110,16,12,0,0,9,13,POST,3552,lfi,1
305,3,49,0,0,7,25,GET,7238,lfi,1
53,3,6,0,0,0,2,GET,4996,normal,0
346,12,37,3,0,0,26,POST,1464,xss,1
29,1,7,0,0,0,4,POST,6282,normal,0
36,2,6,0,0,0,4,GET,4882,normal,0
36,2,0,0,0,0,0,POST,6245,normal,0
246,5,19,4,0,0,14,POST,6611,xss,1
217,4,24,0,3,0,9,POST,3100,sqli,1
481,19,40,0,3,0,19,GET,4113,sqli,1
511,15,38,0,8,0,25,DELETE,4093,sqli,1
23,4,9,0,0,0,3,GET,8124,normal,0
61,0,6,0,0,0,0,POST,4851,normal,0
32,2,5,0,0,0,2,POST,8878,normal,0
23,3,4,0,0,0,4,GET,3579,normal,0
88,2,9,0,0,0,4,GET,8792,normal,0
274,5,34,0,0,0,14,POST,9235,rce,1
21,4,1,0,0,0,0,POST,5445,normal,0
31,0,0,0,0,0,0,GET,9571,normal,0
93,1,8,0,0,0,2,GET,4528,normal,0
294,3,12,0,5,0,16,GET,7566,sqli,1
429,7,12,1,0,0,6,GET,9233,xss,1
70,3,0,0,0,0,1,DELETE,1573,normal,0
30,2,4,0,0,0,1,POST,5720,normal,0
453,17,19,4,0,0,27,DELETE,9555,xss,1
76,2,1,0,0,0,0,GET,9202,normal,0
240,4,33,0,8,0,5,POST,1256,sqli,1
857,7,20,4,0,0,24,GET,1127,xss,1
21,4,5,0,0,0,4,POST,9215,normal,0
27,0,8,0,0,0,4,GET,2784,normal,0
338,8,32,0,0,0,29,GET,6081,csrf,1
72,3,0,0,0,0,4,GET,1049,normal,0
29,1,9,0,0,0,4,GET,5183,normal,0
532,6,43,0,6,0,13,POST,2301,sqli,1
344,9,28,0,0,4,28,POST,9346,lfi,1
931,3,11,0,0,0,11,POST,29,csrf,1
416,3,11,0,2,0,20,DELETE,8978,sqli,1
73,4,0,0,0,0,0,GET,9362,normal,0
40,0,6,0,0,0,3,GET,3198,normal,0
955,15,44,0,2,0,14,POST,1364,sqli,1
58,1,5,0,0,0,0,GET,9733,normal,0
39,1,7,0,0,0,2,GET,4493,normal,0
170,3,33,0,0,0,16,POST,8505,rce,1
28,1,1,0,0,0,0,GET,2695,normal,0
20,3,2,0,0,0,0,GET,6645,normal,0
45,0,2,0,0,0,0,GET,8721,normal,0
57,4,2,0,0,0,0,GET,5880,normal,0
57,0,3,0,0,0,1,GET,8149,normal,0
80,0,2,0,0,0,2,GET,5859,normal,0
63,4,1,0,0,0,2,GET,8503,normal,0
916,5,16,1,0,0,29,GET,995,xss,1
202,4,15,0,2,0,29,GET,6865,sqli,1
81,2,2,0,0,0,1,POST,7496,normal,0
292,11,10,0,0,6,27,GET,2631,lfi,1
36,3,3,0,0,0,2,GET,263,normal,0
70,1,3,0,0,0,0,GET,7684,normal,0
628,9,34,0,0,0,21,GET,8212,rce,1
43,2,6,0,0,0,0,GET,9388,normal,0
636,17,44,0,0,9,19,GET,5043,lfi,1
29,0,9,0,0,0,0,POST,5116,normal,0
864,3,14,0,0,4,7,POST,3133,lfi,1
40,3,9,0,0,0,3,PUT,8397,normal,0
306,10,26,0,0,0,17,GET,1636,rce,1
76,2,6,0,0,0,4,GET,8822,normal,0
728,7,38,0,0,0,10,GET,7811,csrf,1
52,1,7,0,0,0,0,POST,4535,normal,0
78,4,8,0,0,0,0,GET,1098,normal,0
479,4,49,0,0,4,11,GET,289,lfi,1
75,1,6,0,0,0,1,GET,2604,normal,0
124,12,38,2,0,0,26,POST,207,xss,1
921,11,45,2,0,0,9,PUT,8463,xss,1
67,4,0,0,0,0,2,PUT,3678,normal,0
172,8,38,2,0,0,8,GET,8606,xss,1
46,3,6,0,0,0,1,GET,3468,normal,0
923,8,41,0,0,0,24,POST,9476,rce,1
71,1,6,0,0,0,1,GET,4986,normal,0
61,0,0,0,0,0,2,GET,9854,normal,0
604,6,21,0,0,5,10,POST,9233,lfi,1
697,10,10,0,0,0,8,POST,4090,rce,1
44,0,5,0,0,0,4,DELETE,6803,normal,0
524,7,26,2,0,0,5,GET,2294,xss,1
42,2,8,0,0,0,1,GET,2461,normal,0
76,1,2,0,0,0,3,GET,7945,normal,0
71,3,7,0,0,0,3,POST,9535,normal,0
50,4,3,0,0,0,2,POST,5673,normal,0
83,0,6,0,0,0,1,POST,3367,normal,0
90,4,5,0,0,0,3,DELETE,943,normal,0
512,7,47,0,0,0,9,POST,4156,csrf,1
438,9,38,0,0,0,17,GET,165,csrf,1
758,3,14,3,0,0,24,POST,1905,xss,1
66,1,1,0,0,0,3,POST,3056,normal,0
52,3,6,0,0,0,0,GET,9515,normal,0
998,10,30,0,9,0,19,GET,350,sqli,1
238,8,35,2,0,0,26,POST,3309,xss,1
37,0,8,0,0,0,4,GET,5661,normal,0
641,16,29,0,0,0,10,POST,931,rce,1
156,3,32,0,4,0,24,GET,3838,sqli,1
331,12,13,0,0,5,17,DELETE,9305,lfi,1
757,18,30,0,8,0,22,GET,8058,sqli,1
534,6,30,2,0,0,28,GET,1989,xss,1
71,1,8,0,0,0,1,GET,9577,normal,0
659,18,24,0,0,4,19,GET,3484,lfi,1
293,3,26,0,0,0,12,GET,7886,rce,1
85,2,9,0,0,0,4,GET,1116,normal,0
77,3,4,0,0,0,2,POST,8325,normal,0
55,0,7,0,0,0,2,GET,9419,normal,0
617,11,15,0,3,0,11,POST,6962,sqli,1
815,19,15,0,0,0,18,POST,5967,csrf,1
32,3,9,0,0,0,0,POST,7904,normal,0
59,1,9,0,0,0,3,GET,4533,normal,0
87,0,3,0,0,0,3,GET,8871,normal,0
391,18,22,0,0,6,19,GET,2669,lfi,1
434,3,10,0,0,0,28,POST,9439,rce,1
831,3,22,0,2,0,8,POST,1191,sqli,1
77,0,9,0,0,0,3,GET,1130,normal,0
42,1,7,0,0,0,3,GET,1403,normal,0
73,1,3,0,0,0,1,GET,5630,normal,0
99,1,7,0,0,0,4,GET,9522,normal,0
181,18,42,0,0,0,5,GET,5030,rce,1
933,19,49,0,2,0,20,POST,1381,sqli,1
432,3,26,0,0,0,17,GET,369,csrf,1
656,10,23,0,0,0,22,POST,5092,csrf,1
72,0,6,0,0,0,0,PUT,3794,normal,0
631,7,32,0,4,0,27,POST,6314,sqli,1
320,10,33,0,0,5,22,GET,5700,lfi,1
734,3,38,0,0,0,21,GET,9368,rce,1
24,4,7,0,0,0,2,GET,8567,normal,0
45,1,3,0,0,0,3,POST,2760,normal,0
49,3,7,0,0,0,3,GET,1943,normal,0
950,18,49,0,0,6,17,GET,957,lfi,1
102,17,32,1,0,0,24,GET,9002,xss,1
48,0,9,0,0,0,0,GET,4922,normal,0
305,11,45,1,0,0,18,POST,6629,xss,1
931,9,26,3,0,0,15,GET,1533,xss,1
95,0,4,0,0,0,1,GET,6885,normal,0
21,3,4,0,0,0,3,GET,8601,normal,0
673,18,45,3,0,0,7,GET,53,xss,1
47,3,1,0,0,0,3,POST,4796,normal,0
