timestamp,event_id,user,action,resource,status,anomaly_score
1755796574.47931,3875,user2,login,resource_49,success,0.08888389055024032
1755925387.479661,8010,user1,logout,resource_66,success,0.07595715603584596
1755780311.480759,7471,user2,process_start,resource_93,success,0.07603912375717142
1755951809.48166,9234,service,logout,resource_43,success,0.03915559713670922
1755946178.482151,6243,guest,process_start,resource_75,success,0.33943082531457547
1755746843.482513,5882,user1,network_access,resource_68,success,0.056974580392384566
1755801858.482871,8311,user1,logout,resource_2,success,0.0827098203050703
1755747992.483228,5445,user1,process_start,resource_74,failed,0.2369170259074066
1755523122.483586,3359,service,network_access,resource_42,timeout,0.08490548503927238
1755468923.483942,2798,service,process_start,resource_45,success,0.1902806684413314
1755793530.4843,8285,user2,process_start,resource_9,failed,0.329321182684572
1755404919.484656,6752,service,login,resource_26,success,0.060412100366959015
1755900249.485015,7674,service,logout,resource_89,success,0.12477186493531461
1755543568.485368,1482,service,login,resource_21,success,0.3047277172092673
1755465058.485724,1987,user1,file_access,resource_10,success,0.42640309720408365
1755554360.486078,8421,user1,file_access,resource_7,success,0.08086375362085843
1755711306.486434,7602,guest,process_start,resource_46,success,0.4448677634257482
1755929031.489413,7764,user1,network_access,resource_97,success,0.08023758280779654
1755950736.489899,6189,user2,process_start,resource_13,success,0.013522512718442981
1755732460.490304,3475,user1,network_access,resource_8,timeout,0.13017547380943884
1755505861.490758,3428,user2,logout,resource_87,success,0.0725888543691984
1755493582.491131,5211,user1,process_start,resource_58,denied,0.03506058847153193
1755732690.491586,4374,user1,logout,resource_62,success,0.16436128878021738
1755936741.491947,4719,service,network_access,resource_23,success,0.030483202666083488
1755782636.492306,7099,guest,process_start,resource_65,failed,0.6041915954544085
1755788331.492671,7549,user1,login,resource_16,success,0.03186080412379606
1755486708.493032,4725,user1,logout,resource_66,success,0.06926435371780071
1755826424.49339,3496,user2,process_start,resource_62,success,0.12011886667212346
1755771578.493746,9453,guest,file_access,resource_15,denied,0.47028499154901915
1755943431.494104,5107,guest,logout,resource_38,failed,0.27612465869531605
1755813657.49453,8629,service,process_start,resource_14,success,0.0805960357530323
1755460463.494887,3978,user2,process_start,resource_82,success,0.1644961127268722
1755548404.49524,5259,admin,login,resource_80,failed,0.23496772545208253
1755469934.496004,3530,user2,login,resource_13,success,0.013634461877098714
1755988013.496447,1536,user1,network_access,resource_60,failed,0.524407010424879
1755779989.496842,9734,user2,logout,resource_93,success,0.12816526293804126
1755534278.49722,5349,admin,file_access,resource_31,success,0.15615231721368797
1755646183.497586,7488,user1,file_access,resource_50,success,0.13900704577171064
1755849256.498002,6078,user1,file_access,resource_21,success,0.060655029513519115
1755867882.498366,9591,user1,process_start,resource_4,denied,0.16279405390120377
1755577973.498724,4292,admin,process_start,resource_38,success,0.026142075348039896
1755448701.499103,8870,user2,network_access,resource_99,success,0.08282595050578541
1755449898.499457,7140,service,logout,resource_62,success,0.0038384553646113374
1755800994.499812,7793,admin,network_access,resource_65,success,0.16686067319095352
1755817756.500194,3385,user1,process_start,resource_81,success,0.1095918977947386
1755869490.500543,7036,service,network_access,resource_26,success,0.17293207842808356
1755705729.500914,1593,user2,login,resource_93,success,0.3918893536811973
1755556828.501268,3672,guest,login,resource_9,timeout,0.16177669232726563
1756001729.501621,7172,user1,logout,resource_58,success,0.15623408475738387
1755615482.501994,1775,service,login,resource_79,timeout,0.3901239313459516
1755424580.502345,8083,user2,network_access,resource_8,success,0.016958403209160644
1755941830.502695,4456,user1,file_access,resource_24,success,0.1017158578895157
1755864146.503079,1365,guest,process_start,resource_15,timeout,0.7567685353535347
1755554238.504055,9964,admin,logout,resource_38,success,0.10293151731470232
1755856658.504834,4839,user1,login,resource_66,success,0.0020855398794806137
1755823309.505529,7979,service,login,resource_89,success,0.008390244686327254
1755446108.506623,4747,user1,logout,resource_13,success,0.14961463588590643
1755995857.507303,9714,user1,login,resource_40,success,0.019002339798460933
1755935241.508201,6946,user2,logout,resource_89,success,0.05475826150282131
1755597853.509016,1685,user1,network_access,resource_99,success,0.363384495468989
1755497418.509767,5875,guest,logout,resource_21,failed,0.292107899454828
1755660650.510153,9789,service,login,resource_22,success,0.14558943534614863
1755861231.510522,5558,user1,logout,resource_95,success,0.03013522154197548
1755582405.510887,9652,user2,network_access,resource_61,failed,0.32238810106746624
1755659230.511563,1022,admin,process_start,resource_25,failed,0.5320143269909146
1755439751.511961,8353,user1,login,resource_5,timeout,0.05558041944977357
1755549198.512375,6343,service,logout,resource_89,success,0.14661425920593496
1755925258.512731,3159,service,process_start,resource_36,success,0.1521981520056188
1755454240.513085,2037,service,network_access,resource_20,success,0.029777610066488935
1755557803.51344,8378,guest,process_start,resource_4,failed,0.6772391560930149
1755890446.513796,8321,user2,network_access,resource_54,success,0.0006436527208557364
1755416643.514152,6891,user1,network_access,resource_20,success,0.17485249412204756
1755576084.514505,4586,user1,logout,resource_55,failed,0.21056079209370562
1755896281.514923,1161,user2,file_access,resource_31,success,0.3644216008458371
1755936434.515278,6997,user1,network_access,resource_76,failed,0.34153618694818316
1755830354.515631,1867,user2,network_access,resource_94,success,0.38680387323477505
1755644082.515985,2651,user1,process_start,resource_47,denied,0.18662266626871155
1755403088.516339,2283,user2,file_access,resource_15,success,0.16796045712712346
1755816870.516693,4471,user1,process_start,resource_61,denied,0.03305882219403491
1755762054.517046,7397,user2,login,resource_51,timeout,0.051859351773154753
1755418260.517399,8999,user1,login,resource_21,success,0.09659377441707105
1755717015.517751,4331,user1,logout,resource_35,success,0.14590164573047934
1755438251.518103,1685,admin,process_start,resource_57,failed,0.6313910312534279
1755697613.518457,7868,user1,process_start,resource_30,success,0.05514397061911045
1755985685.518935,9461,user1,logout,resource_89,failed,0.21307323151287705
1755909316.519312,6347,user1,process_start,resource_82,timeout,0.027849074223519035
1755988287.51967,5000,service,logout,resource_32,success,0.1926788868427101
1755534690.520024,7342,user2,logout,resource_14,failed,0.39625941809944937
1755481966.5248,4670,user1,login,resource_19,success,0.1894071975477446
1755700325.52581,7588,user1,logout,resource_68,success,0.017768049017512878
1755798873.526427,1572,service,logout,resource_43,success,0.4415670194459537
1755656672.527466,2633,user1,logout,resource_65,success,0.028191925504353857
1755466715.528112,4137,user1,file_access,resource_39,success,0.012454621176377124
1755784265.528744,6413,service,logout,resource_99,success,0.15725563987680663
1755679338.529595,3324,user1,process_start,resource_86,success,0.025250756558522693
1755480291.530244,8548,user2,logout,resource_28,failed,0.20543348424511199
1755923544.530849,6879,user2,process_start,resource_97,success,0.15966883764486567
1755547978.531472,7744,user2,file_access,resource_19,success,0.03912185460890301
1755420071.532081,1007,user1,process_start,resource_41,success,0.42691648351006073
1755736506.532693,6000,user2,logout,resource_42,success,0.11156403838584028
1755925103.533266,3822,admin,network_access,resource_3,timeout,0.033770841335537226
1755633744.533835,4200,user1,network_access,resource_32,success,0.030420856644454576
1755413229.534436,8133,admin,file_access,resource_32,success,0.14794606641710814
1755632762.535016,8183,guest,network_access,resource_21,failed,0.2646022396772428
1755971669.5356,2125,guest,file_access,resource_27,success,0.31860609729200545
1755716397.536295,4864,service,logout,resource_5,denied,0.06736810037222066
1755562728.536741,1645,service,process_start,resource_11,timeout,0.43033358374128516
1755593256.539196,1587,user2,logout,resource_21,success,0.3174358935663662
1755647568.540336,2715,guest,file_access,resource_47,success,0.4227554837631398
1755666241.541035,7416,service,file_access,resource_94,denied,0.12682842765914737
1755816221.541929,7049,user2,process_start,resource_47,success,0.17114745178115728
1755452277.542708,7144,service,file_access,resource_4,timeout,0.04310597375826637
1755892578.54316,8358,user1,login,resource_53,success,0.18766096368969654
1755529765.543533,8568,service,file_access,resource_77,timeout,0.13015370951174948
1755670262.543895,7362,user2,file_access,resource_98,success,0.09207165424038527
1755740557.544253,5596,user2,file_access,resource_19,denied,0.022144118665263137
1755865816.544612,1423,service,logout,resource_87,success,0.4415376652661237
1755489667.544971,3946,service,login,resource_28,success,0.1925620714148052
1755539378.545357,2531,admin,process_start,resource_14,success,0.02404944530233513
1755580489.545723,1285,user1,login,resource_52,success,0.41967149685955174
1755495694.546078,1040,user1,process_start,resource_92,timeout,0.4335609366452813
1755688347.546497,4198,admin,network_access,resource_62,failed,0.2069340533452967
1755819982.546856,1778,guest,logout,resource_85,success,0.3127281818573285
1755684573.547212,8851,user1,network_access,resource_73,timeout,0.1338400525876157
1755693337.547564,8468,admin,process_start,resource_54,success,0.15477593114603128
1755503752.547918,7748,user1,network_access,resource_51,success,0.15776045278107192
1755452269.548268,2846,user2,process_start,resource_4,success,0.0975334137242529
1755469979.548619,1193,user1,file_access,resource_55,denied,0.3537917891652942
1755440875.549019,3261,user1,login,resource_61,success,0.009129749100476748
1755440489.549373,4451,user2,login,resource_93,success,0.12450393914594904
1755931491.549851,6410,user2,process_start,resource_56,success,0.10740149767027168
1755438016.550498,2325,user1,file_access,resource_20,success,0.06777212986775032
1755595420.55092,4828,user2,logout,resource_54,timeout,0.07940300824743834
1755410624.55128,5648,service,network_access,resource_51,timeout,0.11495591085288304
1755459018.551638,5492,admin,file_access,resource_11,success,0.05494630510390391
1755812848.551997,9210,user2,network_access,resource_12,success,0.059345528220818004
1755574761.552355,9365,user1,network_access,resource_47,success,0.12075909058987755
1755719839.552916,5033,admin,login,resource_36,success,0.02420500009703861
1755994709.553514,1935,service,login,resource_76,success,0.37095425836719687
1755681866.555733,6889,admin,login,resource_74,success,0.11873215824170769
1755483879.556778,5658,guest,login,resource_39,timeout,0.14479461109321876
1755943292.558077,2628,user1,logout,resource_81,success,0.10649853988742933
1755478790.559055,2856,user1,logout,resource_85,failed,0.24321027300233744
1755768920.559892,8446,service,process_start,resource_21,success,0.08598621547802963
1755511182.560302,4500,user1,network_access,resource_30,success,0.15967606810367052
1755402069.560681,4243,guest,file_access,resource_48,success,0.37401046693485107
1755676539.56105,2635,user2,logout,resource_56,success,0.12914810201912247
1755572812.561413,5928,user2,process_start,resource_19,success,0.12916447725729685
1755496014.561775,6546,user2,file_access,resource_11,success,0.13542412794700187
1755720364.562137,1929,service,process_start,resource_65,success,0.33347194662772556
1755569727.562497,7980,user1,file_access,resource_67,denied,0.07684134259716005
1755473475.562855,5458,user2,logout,resource_51,success,0.15124272279003537
1755889762.563214,5340,user1,network_access,resource_37,denied,0.06279334347547057
1755851115.56357,1785,service,login,resource_29,success,0.49222709708151857
1755672061.564007,2936,user2,process_start,resource_69,success,0.11074229707160224
1755472516.564376,5916,service,file_access,resource_3,success,0.051866979463418894
1755817406.564738,5857,user1,process_start,resource_21,denied,0.11154176525000879
1755536894.565105,4456,user2,network_access,resource_99,success,0.16335138602390564
1755861005.565468,7652,guest,process_start,resource_82,success,0.41387547223645654
1755769079.565827,3834,user1,network_access,resource_8,success,0.09510920749736534
1755765581.566186,4730,user1,file_access,resource_98,failed,0.30667732575307255
1755592549.566545,7538,user2,network_access,resource_81,success,0.09335641544623759
1755844599.566905,1882,user2,process_start,resource_52,timeout,0.417746304426264
1755636983.567263,6347,user1,login,resource_62,failed,0.2773081013646056
1755812134.567621,3808,user2,login,resource_51,timeout,0.09119585515198739
1755591061.567982,2970,admin,process_start,resource_7,denied,0.04009490310568056
1755432616.568338,2863,service,login,resource_81,failed,0.37861804103908303
1755440562.568696,6442,user2,network_access,resource_47,success,0.18527652134601735
1755691297.569096,2137,user2,network_access,resource_86,failed,0.33850648630742164
1755665267.569456,1276,user2,logout,resource_41,success,0.3421409927734406
1755686594.57,8537,admin,login,resource_71,success,0.008832387235566253
1755602380.573521,7144,user1,network_access,resource_8,failed,0.331708103134011
