ip_address,threat_type,confidence,first_seen,last_seen
52.183.117.26,spam,0.8781943529263759,1754657130.069387,1754882149.069387
82.232.227.233,scanning,0.4550286507130318,1754019380.070176,1754275933.070176
21.42.141.113,malware,0.1919345766917843,1753904994.070661,1754100707.070661
60.48.29.97,phishing,0.9372869963540413,1755452378.071236,1755674350.071236
28.203.247.34,c2,0.5051119891777837,1754277929.071682,1754285028.071682
87.88.173.211,scanning,0.7636903918493371,1753844249.07221,1754067581.07221
8.77.200.249,c2,0.6931319807833127,1754404391.073925,1754551994.073925
21.232.58.159,spam,0.4147329067712646,1754976843.074404,1755565158.074404
51.235.186.5,scanning,0.6942724477312043,1754487250.074895,1754908736.074895
224.112.220.81,malware,0.9783917646389132,1754466827.075286,1754985916.075286
195.49.36.126,spam,0.7971704025740092,1754503985.075694,1754975241.075694
122.119.190.114,phishing,0.8188427724891171,1753951730.076118,1754273639.076118
13.181.160.95,spam,0.24097459327642748,1754386635.076515,1754838130.076515
146.183.201.153,c2,0.5950827464123404,1753437544.076937,1753908571.076937
158.212.213.172,c2,0.8982324101883425,1754703970.077532,1754781764.077532
122.32.222.119,malware,0.3325884582626363,1755699243.079368,1755887164.079368
149.141.254.149,spam,0.1484723862982235,1755554180.079876,1755612185.079876
235.89.22.92,scanning,0.7551524590576688,1753764056.080334,1754352372.080334
213.207.180.27,phishing,0.29216022967960475,1754779203.080939,1755324058.080939
44.205.22.171,scanning,0.6313129214128956,1753651490.081756,1754184484.081756
191.118.19.23,scanning,0.18438122858100098,1755900782.082286,1756162268.082286
25.128.229.111,phishing,0.6022380926340704,1755022738.082741,1755438610.082741
108.5.3.193,spam,0.18926028962849434,1755459322.083384,1755554403.083384
98.235.217.10,scanning,0.7597641664267073,1753751615.084087,1754352768.084087
169.112.13.137,spam,0.5717432536535461,1754323696.084623,1754342729.084623
58.54.12.209,malware,0.9622661321074422,1754264650.085335,1754712207.085335
56.211.101.186,spam,0.4468382947426256,1754324934.085943,1754867535.085943
24.246.227.154,scanning,0.6967378040504429,1754692594.086671,1754883462.086671
202.38.174.4,spam,0.8147775981493758,1755072454.087224,1755362364.087224
71.4.221.14,c2,0.1583682350346715,1755519062.087754,1755817933.087754
254.24.162.158,phishing,0.641931079647233,1753978654.088192,1754400601.088192
147.49.63.110,c2,0.15269583631958128,1754914669.088658,1755239352.088658
30.58.230.117,spam,0.5655421507974484,1754219821.089176,1754487434.089176
183.113.183.225,phishing,0.4342798016857412,1755823977.09074,1756170851.09074
220.251.47.203,malware,0.9398019982092018,1754503753.091425,1754942222.091425
4.148.240.47,c2,0.7173201439448773,1755364190.091921,1755552680.091921
103.137.90.144,scanning,0.2660286278202754,1755341648.092466,1755507585.092466
3.205.107.113,scanning,0.7279035647680676,1754479015.093093,1754502299.093093
147.170.35.46,phishing,0.8854572254361417,1755418237.093571,1755688380.093571
165.212.49.149,phishing,0.943617964794278,1754668416.094051,1754819203.094051
126.231.39.242,c2,0.4931656323536616,1755936417.09453,1756503526.09453
41.182.174.60,spam,0.22181867404991698,1754293691.095313,1754360846.095313
152.217.36.213,spam,0.14013541753566539,1755340420.095964,1755705866.095964
163.183.220.14,phishing,0.3447547535157679,1755249659.096541,1755390564.096541
217.205.70.44,malware,0.5388140743060459,1754242338.097142,1754731404.097142
84.82.250.107,malware,0.4113284027515248,1754401791.097691,1754809296.097691
160.248.203.148,scanning,0.1470320913574214,1754320986.098178,1754785170.098178
165.58.21.82,scanning,0.688757141326667,1754405545.09876,1754686011.09876
115.89.85.128,spam,0.4145557348781369,1753639737.099279,1754171370.099279
117.196.127.234,malware,0.865554452057024,1755216569.099802,1755423056.099802
61.61.98.28,phishing,0.5882912230558807,1755960105.100151,1756308793.100151
98.198.238.198,phishing,0.5362266584170423,1754568149.100606,1755106794.100606
112.57.66.74,phishing,0.8757882175638451,1755140647.101057,1755546787.101057
167.86.76.88,spam,0.42037603641536747,1753760119.101424,1753950825.101424
63.49.192.32,scanning,0.2482357180890663,1755417179.101865,1755950750.101865
110.116.214.143,scanning,0.693666429755268,1753913702.102444,1754438771.102444
155.125.233.168,phishing,0.7756565562994124,1754443881.102909,1754735143.102909
66.153.248.254,c2,0.9182981852754042,1755561392.103426,1755603363.103426
227.6.167.180,malware,0.45764325143678486,1755055175.103921,1755575673.103921
11.248.12.74,spam,0.8135689771304554,1754094390.104372,1754414362.104372
85.72.55.137,phishing,0.2421593405518132,1753485830.104849,1753693969.104849
130.7.80.131,scanning,0.9155289292891897,1753697640.105273,1754226063.105273
230.161.220.129,scanning,0.7593717112307495,1755726122.105701,1755746196.105701
101.4.222.198,c2,0.8941747315666049,1753975887.107756,1754318716.107756
119.16.129.63,scanning,0.985699287132848,1753530684.108829,1753587165.108829
4.156.102.250,c2,0.24601006520423144,1754555541.109355,1754610967.109355
