url_length,param_count,special_chars,script_tags,sql_keywords,path_traversal,encoded_chars,method,content_length,attack_type,is_attack
77,0,9,0,0,0,3,GET,3735,normal,0
22,3,1,0,0,0,4,DELETE,1498,normal,0
27,4,3,0,0,0,0,POST,3031,normal,0
842,14,17,0,0,6,27,POST,5783,lfi,1
21,0,6,0,0,0,2,POST,7863,normal,0
81,1,4,0,0,0,2,GET,7468,normal,0
894,12,31,1,0,0,8,POST,3979,xss,1
39,1,6,0,0,0,2,GET,1242,normal,0
742,12,14,0,0,0,9,POST,3484,csrf,1
324,5,26,0,0,5,18,GET,6523,lfi,1
93,1,5,0,0,0,2,DELETE,9216,normal,0
41,1,4,0,0,0,4,POST,8843,normal,0
25,1,0,0,0,0,0,GET,6723,normal,0
81,4,1,0,0,0,0,GET,2630,normal,0
50,3,5,0,0,0,3,POST,9452,normal,0
123,17,27,2,0,0,26,GET,3759,xss,1
31,4,8,0,0,0,4,GET,5774,normal,0
31,1,5,0,0,0,1,GET,4761,normal,0
82,1,0,0,0,0,1,GET,408,normal,0
793,10,13,0,0,0,28,POST,8056,rce,1
44,1,2,0,0,0,0,POST,3753,normal,0
41,0,7,0,0,0,4,DELETE,3608,normal,0
95,1,5,0,0,0,3,GET,784,normal,0
375,19,33,0,0,0,20,GET,5049,csrf,1
64,0,2,0,0,0,3,GET,7951,normal,0
564,16,27,1,0,0,10,POST,6117,xss,1
307,15,24,0,7,0,20,GET,4484,sqli,1
31,3,1,0,0,0,3,GET,2456,normal,0
138,13,49,0,7,0,11,GET,4480,sqli,1
52,2,5,0,0,0,2,GET,5053,normal,0
223,14,34,3,0,0,6,GET,2039,xss,1
975,11,22,2,0,0,14,GET,1997,xss,1
73,0,7,0,0,0,3,POST,3758,normal,0
46,4,2,0,0,0,4,POST,4923,normal,0
279,14,37,0,3,0,13,GET,3114,sqli,1
44,2,6,0,0,0,4,POST,644,normal,0
53,3,7,0,0,0,3,GET,9049,normal,0
79,1,3,0,0,0,0,POST,3774,normal,0
73,1,4,0,0,0,1,GET,9985,normal,0
884,19,32,1,0,0,14,GET,5221,xss,1
55,4,0,0,0,0,2,GET,2562,normal,0
73,3,8,0,0,0,4,GET,5120,normal,0
55,3,2,0,0,0,4,GET,2017,normal,0
948,17,23,3,0,0,16,GET,1162,xss,1
58,0,6,0,0,0,1,POST,8957,normal,0
215,4,22,2,0,0,5,PUT,3186,xss,1
23,0,3,0,0,0,2,POST,3012,normal,0
197,3,21,0,0,6,19,GET,860,lfi,1
84,1,8,0,0,0,3,POST,7184,normal,0
59,1,6,0,0,0,3,DELETE,413,normal,0
56,2,8,0,0,0,1,GET,4940,normal,0
801,9,14,0,0,5,24,GET,9324,lfi,1
793,9,34,0,0,0,10,GET,648,rce,1
96,0,9,0,0,0,2,GET,7924,normal,0
441,7,22,4,0,0,29,GET,8391,xss,1
594,16,37,0,8,0,21,GET,431,sqli,1
70,2,0,0,0,0,4,POST,9043,normal,0
39,1,4,0,0,0,4,POST,9524,normal,0
32,1,3,0,0,0,1,GET,5312,normal,0
82,4,3,0,0,0,4,GET,9967,normal,0
901,15,24,0,0,0,12,GET,2309,rce,1
900,14,15,0,0,0,20,POST,8874,rce,1
657,19,13,2,0,0,16,POST,7738,xss,1
29,0,0,0,0,0,4,GET,2684,normal,0
84,2,8,0,0,0,3,POST,9565,normal,0
321,9,22,0,3,0,23,POST,3168,sqli,1
954,5,18,0,0,0,16,GET,1724,rce,1
114,8,23,0,0,0,17,POST,5230,rce,1
990,5,37,0,6,0,5,GET,6502,sqli,1
732,5,49,3,0,0,17,GET,9408,xss,1
85,3,3,0,0,0,0,GET,3327,normal,0
50,1,2,0,0,0,2,GET,4375,normal,0
906,11,42,0,0,0,17,GET,5233,rce,1
340,7,24,4,0,0,20,PUT,4898,xss,1
92,1,2,0,0,0,2,GET,9240,normal,0
43,1,4,0,0,0,2,POST,8462,normal,0
553,12,16,3,0,0,28,GET,398,xss,1
63,1,9,0,0,0,1,POST,1531,normal,0
60,3,2,0,0,0,2,GET,6927,normal,0
93,3,8,0,0,0,0,GET,7549,normal,0
575,6,15,3,0,0,12,DELETE,6583,xss,1
126,17,35,4,0,0,13,GET,8918,xss,1
97,0,3,0,0,0,1,PUT,192,normal,0
964,15,33,4,0,0,5,GET,9401,xss,1
67,2,7,0,0,0,1,POST,5899,normal,0
23,4,3,0,0,0,2,POST,8886,normal,0
923,7,36,0,9,0,5,DELETE,3697,sqli,1
462,13,42,2,0,0,29,GET,6786,xss,1
482,6,32,0,0,0,13,GET,2412,rce,1
850,18,28,3,0,0,27,GET,1612,xss,1
33,3,4,0,0,0,1,GET,3649,normal,0
89,4,4,0,0,0,4,POST,3840,normal,0
97,1,3,0,0,0,2,DELETE,3564,normal,0
31,2,4,0,0,0,4,POST,7488,normal,0
81,2,4,0,0,0,2,GET,798,normal,0
155,17,41,0,0,0,16,POST,5755,csrf,1
73,1,5,0,0,0,2,POST,5855,normal,0
588,10,48,0,0,0,28,GET,6783,rce,1
127,8,17,3,0,0,23,GET,2065,xss,1
931,6,34,0,2,0,11,POST,2221,sqli,1
35,0,1,0,0,0,4,GET,9753,normal,0
71,3,5,0,0,0,0,POST,1704,normal,0
45,0,1,0,0,0,4,GET,7747,normal,0
27,1,2,0,0,0,4,POST,1197,normal,0
474,10,31,0,8,0,5,GET,9689,sqli,1
38,0,0,0,0,0,0,POST,1536,normal,0
36,0,4,0,0,0,1,GET,6622,normal,0
583,18,46,2,0,0,13,GET,6573,xss,1
48,4,8,0,0,0,4,GET,8706,normal,0
540,3,13,0,0,6,8,GET,1493,lfi,1
955,4,33,0,0,5,11,POST,4965,lfi,1
183,3,11,0,0,0,6,GET,9318,rce,1
82,1,8,0,0,0,2,POST,6073,normal,0
52,3,8,0,0,0,1,GET,1656,normal,0
770,17,22,0,0,6,5,GET,2638,lfi,1
56,0,1,0,0,0,2,POST,844,normal,0
618,7,26,0,0,7,26,GET,9595,lfi,1
944,14,26,0,0,9,24,GET,2116,lfi,1
537,16,14,0,0,0,27,GET,1451,rce,1
24,1,2,0,0,0,3,POST,5343,normal,0
72,3,8,0,0,0,3,GET,8698,normal,0
808,5,18,0,0,0,7,GET,878,rce,1
79,4,4,0,0,0,2,GET,2292,normal,0
92,2,4,0,0,0,0,GET,2999,normal,0
47,4,4,0,0,0,1,GET,974,normal,0
689,4,49,0,0,3,21,GET,6567,lfi,1
789,12,48,4,0,0,9,POST,9785,xss,1
55,4,6,0,0,0,0,POST,8744,normal,0
27,2,1,0,0,0,4,POST,2701,normal,0
380,15,47,3,0,0,28,GET,1512,xss,1
407,10,13,0,0,0,21,GET,8234,csrf,1
51,2,0,0,0,0,3,GET,8294,normal,0
68,1,8,0,0,0,0,POST,1418,normal,0
629,10,46,0,0,0,15,POST,3157,rce,1
394,3,35,0,8,0,7,GET,8529,sqli,1
882,17,18,4,0,0,19,GET,4141,xss,1
152,3,24,1,0,0,26,POST,6764,xss,1
69,0,5,0,0,0,2,POST,664,normal,0
23,4,6,0,0,0,3,GET,4504,normal,0
151,18,44,0,2,0,12,GET,7862,sqli,1
827,6,34,0,8,0,19,GET,3289,sqli,1
171,4,35,0,0,0,8,POST,9385,rce,1
127,5,32,0,0,0,27,GET,8203,rce,1
64,0,5,0,0,0,1,POST,6070,normal,0
42,0,6,0,0,0,0,GET,6698,normal,0
985,3,28,0,7,0,11,PUT,9765,sqli,1
646,5,40,1,0,0,6,GET,6660,xss,1
500,6,47,2,0,0,15,GET,4917,xss,1
300,8,41,0,7,0,26,GET,5904,sqli,1
860,19,11,0,0,0,16,POST,9616,rce,1
56,2,3,0,0,0,0,GET,9716,normal,0
64,0,3,0,0,0,2,POST,2847,normal,0
70,2,4,0,0,0,0,GET,9533,normal,0
64,3,1,0,0,0,4,POST,7713,normal,0
82,0,3,0,0,0,1,DELETE,5818,normal,0
48,0,2,0,0,0,2,GET,5865,normal,0
44,1,5,0,0,0,0,GET,1092,normal,0
29,3,3,0,0,0,4,POST,5721,normal,0
54,3,0,0,0,0,3,DELETE,9091,normal,0
74,3,2,0,0,0,1,GET,9324,normal,0
44,4,7,0,0,0,3,GET,1747,normal,0
151,5,13,0,3,0,29,GET,7134,sqli,1
31,1,6,0,0,0,3,GET,1017,normal,0
23,0,1,0,0,0,1,POST,5447,normal,0
86,1,4,0,0,0,4,GET,3397,normal,0
675,6,16,0,7,0,12,PUT,3434,sqli,1
92,0,0,0,0,0,3,POST,5336,normal,0
313,11,32,3,0,0,19,GET,4493,xss,1
72,1,7,0,0,0,3,GET,6118,normal,0
76,1,1,0,0,0,4,GET,8379,normal,0
47,4,3,0,0,0,2,GET,4558,normal,0
35,4,2,0,0,0,4,POST,8920,normal,0
556,8,11,4,0,0,8,POST,4492,xss,1
560,3,47,0,3,0,20,GET,8221,sqli,1
297,17,22,0,0,0,29,POST,6353,csrf,1
73,2,7,0,0,0,2,GET,3601,normal,0
51,0,4,0,0,0,0,DELETE,4952,normal,0
536,6,18,0,2,0,5,GET,3115,sqli,1
89,3,4,0,0,0,0,GET,9784,normal,0
57,2,5,0,0,0,1,DELETE,6839,normal,0
73,4,8,0,0,0,3,GET,2950,normal,0
79,3,9,0,0,0,0,POST,8050,normal,0
203,14,36,0,0,9,20,GET,1246,lfi,1
905,7,20,0,8,0,21,GET,4552,sqli,1
779,5,37,2,0,0,15,GET,448,xss,1
31,4,2,0,0,0,2,DELETE,2066,normal,0
72,2,9,0,0,0,4,GET,3167,normal,0
52,0,2,0,0,0,3,POST,9855,normal,0
47,2,3,0,0,0,2,GET,3758,normal,0
22,4,7,0,0,0,3,POST,1356,normal,0
234,13,31,3,0,0,22,GET,1391,xss,1
473,10,47,4,0,0,8,GET,5007,xss,1
59,2,6,0,0,0,3,POST,2592,normal,0
138,8,15,0,0,7,16,GET,1634,lfi,1
902,9,43,0,3,0,11,GET,7044,sqli,1
66,3,4,0,0,0,3,GET,5771,normal,0
146,9,42,3,0,0,11,POST,3912,xss,1
61,3,8,0,0,0,3,GET,7872,normal,0
53,0,7,0,0,0,1,GET,9152,normal,0
40,4,2,0,0,0,1,GET,7470,normal,0
460,12,24,0,9,0,15,GET,5510,sqli,1
21,1,6,0,0,0,0,POST,2070,normal,0
78,4,1,0,0,0,3,POST,6928,normal,0
35,0,9,0,0,0,2,GET,2621,normal,0
39,1,5,0,0,0,0,POST,870,normal,0
327,7,21,0,0,0,28,POST,1007,rce,1
853,12,19,1,0,0,29,GET,2229,xss,1
89,0,5,0,0,0,0,GET,30,normal,0
42,4,5,0,0,0,3,POST,7594,normal,0
61,0,5,0,0,0,4,POST,4105,normal,0
56,3,9,0,0,0,2,GET,6777,normal,0
91,0,5,0,0,0,4,GET,6795,normal,0
25,0,2,0,0,0,2,POST,2811,normal,0
56,3,3,0,0,0,0,GET,5924,normal,0
696,10,26,1,0,0,12,GET,6688,xss,1
254,14,49,4,0,0,14,POST,7852,xss,1
51,2,0,0,0,0,1,POST,6635,normal,0
36,1,0,0,0,0,1,PUT,8779,normal,0
726,19,18,3,0,0,7,GET,4762,xss,1
36,0,0,0,0,0,0,GET,1642,normal,0
534,3,41,0,0,0,19,GET,9658,rce,1
910,3,14,2,0,0,28,GET,2530,xss,1
68,1,7,0,0,0,1,PUT,96,normal,0
80,1,5,0,0,0,1,PUT,4982,normal,0
471,8,31,2,0,0,17,GET,8209,xss,1
80,3,1,0,0,0,1,GET,975,normal,0
96,1,1,0,0,0,3,GET,2752,normal,0
211,12,18,0,0,6,18,POST,3406,lfi,1
82,2,8,0,0,0,4,GET,3773,normal,0
26,1,8,0,0,0,0,GET,1621,normal,0
268,16,45,3,0,0,16,POST,4668,xss,1
25,0,4,0,0,0,2,PUT,7987,normal,0
80,2,8,0,0,0,3,POST,4576,normal,0
947,15,32,0,0,6,6,GET,6075,lfi,1
35,3,6,0,0,0,1,POST,8087,normal,0
338,7,24,0,0,8,17,DELETE,9790,lfi,1
352,14,10,0,0,0,29,POST,6843,rce,1
66,2,9,0,0,0,2,GET,8969,normal,0
61,2,6,0,0,0,3,GET,5421,normal,0
61,2,6,0,0,0,1,GET,6083,normal,0
42,4,1,0,0,0,1,GET,2674,normal,0
22,0,6,0,0,0,3,PUT,4357,normal,0
362,18,29,2,0,0,24,POST,9672,xss,1
86,3,5,0,0,0,4,GET,333,normal,0
90,2,5,0,0,0,4,POST,9082,normal,0
176,8,27,0,0,0,13,GET,6779,rce,1
68,2,1,0,0,0,3,GET,9716,normal,0
570,12,29,0,4,0,26,POST,7505,sqli,1
74,0,5,0,0,0,3,GET,9250,normal,0
23,2,8,0,0,0,2,GET,7651,normal,0
224,16,22,4,0,0,10,GET,1568,xss,1
840,5,37,4,0,0,21,POST,6878,xss,1
951,12,16,0,0,0,5,POST,2942,rce,1
260,11,24,0,9,0,13,GET,7726,sqli,1
640,17,32,0,8,0,22,GET,1645,sqli,1
82,3,9,0,0,0,3,GET,6595,normal,0
85,3,1,0,0,0,4,GET,9208,normal,0
634,6,14,0,9,0,10,GET,1665,sqli,1
205,7,36,0,8,0,29,GET,8024,sqli,1
230,16,19,0,0,0,18,GET,3571,csrf,1
93,3,6,0,0,0,1,GET,2030,normal,0
65,4,6,0,0,0,4,POST,5476,normal,0
875,13,32,0,4,0,5,GET,5884,sqli,1
80,4,4,0,0,0,2,POST,661,normal,0
984,10,38,0,0,6,6,POST,2928,lfi,1
896,7,36,0,0,0,25,GET,7588,rce,1
44,0,6,0,0,0,0,GET,9344,normal,0
332,15,30,0,2,0,19,POST,3055,sqli,1
468,8,15,0,7,0,15,GET,4813,sqli,1
64,2,8,0,0,0,3,GET,7558,normal,0
932,12,29,0,0,0,19,POST,4418,rce,1
58,1,2,0,0,0,4,GET,9974,normal,0
375,16,47,0,6,0,18,GET,7540,sqli,1
51,0,1,0,0,0,0,GET,5724,normal,0
824,5,24,0,0,0,27,GET,1292,rce,1
75,3,2,0,0,0,0,DELETE,8180,normal,0
25,2,5,0,0,0,4,DELETE,5606,normal,0
894,17,25,0,0,0,26,PUT,3315,rce,1
69,1,9,0,0,0,0,GET,1144,normal,0
57,1,9,0,0,0,2,GET,4434,normal,0
326,17,25,0,0,5,7,GET,8619,lfi,1
543,16,42,0,0,6,29,GET,3793,lfi,1
43,2,6,0,0,0,0,GET,4782,normal,0
527,16,19,2,0,0,18,GET,9378,xss,1
53,3,7,0,0,0,2,GET,1588,normal,0
58,2,5,0,0,0,3,GET,9097,normal,0
67,2,6,0,0,0,2,PUT,7014,normal,0
731,13,46,3,0,0,22,GET,8960,xss,1
164,13,27,0,6,0,11,GET,4740,sqli,1
380,10,13,0,6,0,28,GET,6815,sqli,1
894,14,29,0,6,0,7,GET,7532,sqli,1
37,3,6,0,0,0,4,POST,5470,normal,0
89,3,9,0,0,0,0,GET,5787,normal,0
53,3,5,0,0,0,2,GET,326,normal,0
70,1,9,0,0,0,1,POST,8307,normal,0
87,1,7,0,0,0,0,GET,2795,normal,0
647,5,47,0,0,0,15,GET,4426,rce,1
88,3,5,0,0,0,4,GET,2258,normal,0
27,3,1,0,0,0,0,POST,8879,normal,0
34,3,9,0,0,0,1,GET,7126,normal,0
364,12,25,0,4,0,9,POST,7877,sqli,1
567,7,33,4,0,0,27,GET,9648,xss,1
39,3,0,0,0,0,4,GET,288,normal,0
74,1,5,0,0,0,1,GET,5142,normal,0
112,16,37,1,0,0,24,GET,2908,xss,1
33,4,5,0,0,0,1,GET,8807,normal,0
995,15,46,0,4,0,10,POST,7133,sqli,1
933,3,48,2,0,0,10,GET,6781,xss,1
99,3,6,0,0,0,2,GET,3909,normal,0
20,1,2,0,0,0,1,POST,9616,normal,0
891,5,42,0,0,0,7,GET,2177,csrf,1
20,1,1,0,0,0,2,PUT,3748,normal,0
79,1,1,0,0,0,0,POST,6999,normal,0
461,16,46,0,9,0,5,POST,3139,sqli,1
453,13,30,0,0,6,14,GET,7668,lfi,1
927,18,18,0,0,0,9,POST,4636,csrf,1
620,6,49,0,4,0,5,POST,9069,sqli,1
51,0,5,0,0,0,1,GET,7641,normal,0
52,3,9,0,0,0,4,POST,6875,normal,0
411,18,33,0,9,0,28,GET,6302,sqli,1
45,2,7,0,0,0,3,GET,724,normal,0
61,3,6,0,0,0,0,DELETE,8095,normal,0
849,11,44,0,0,0,22,GET,1859,rce,1
80,1,0,0,0,0,4,GET,3257,normal,0
60,1,3,0,0,0,3,GET,6165,normal,0
76,3,0,0,0,0,4,GET,4869,normal,0
21,0,0,0,0,0,2,POST,9800,normal,0
89,4,9,0,0,0,3,POST,9025,normal,0
50,1,0,0,0,0,4,POST,2618,normal,0
42,3,2,0,0,0,1,GET,687,normal,0
115,10,21,3,0,0,17,POST,1385,xss,1
144,12,28,0,5,0,29,POST,354,sqli,1
47,2,9,0,0,0,2,GET,1765,normal,0
750,8,13,0,0,7,19,GET,7060,lfi,1
38,3,6,0,0,0,4,POST,7717,normal,0
95,3,9,0,0,0,3,GET,4811,normal,0
454,10,35,0,0,0,21,POST,2410,rce,1
21,0,3,0,0,0,3,POST,2562,normal,0
802,7,27,0,0,6,12,POST,2799,lfi,1
63,0,4,0,0,0,4,GET,6427,normal,0
204,4,17,0,0,5,13,GET,7484,lfi,1
78,3,3,0,0,0,0,GET,9526,normal,0
861,8,35,0,0,0,13,GET,4074,rce,1
44,4,7,0,0,0,0,POST,72,normal,0
545,18,26,0,0,0,15,GET,3587,csrf,1
61,2,8,0,0,0,3,GET,6490,normal,0
55,2,9,0,0,0,0,GET,4994,normal,0
909,13,27,0,0,5,8,DELETE,4936,lfi,1
31,1,0,0,0,0,3,POST,4850,normal,0
541,18,15,4,0,0,13,GET,6318,xss,1
744,14,43,3,0,0,7,POST,9821,xss,1
24,0,6,0,0,0,3,POST,6306,normal,0
766,13,21,4,0,0,17,GET,6624,xss,1
88,2,0,0,0,0,4,PUT,5518,normal,0
893,5,46,0,0,0,8,POST,3037,rce,1
82,0,2,0,0,0,2,POST,9651,normal,0
48,0,6,0,0,0,4,POST,5990,normal,0
404,9,43,0,0,5,22,GET,7070,lfi,1
845,17,20,0,0,0,25,GET,1785,rce,1
72,3,1,0,0,0,2,GET,8518,normal,0
612,12,33,2,0,0,21,POST,2620,xss,1
61,1,4,0,0,0,1,GET,9912,normal,0
66,3,0,0,0,0,0,GET,8547,normal,0
50,3,3,0,0,0,2,GET,3848,normal,0
81,3,8,0,0,0,2,POST,8793,normal,0
75,0,8,0,0,0,2,GET,8115,normal,0
30,3,4,0,0,0,0,POST,6665,normal,0
436,17,37,0,0,0,25,GET,2590,csrf,1
125,8,10,0,0,0,15,GET,105,csrf,1
508,6,11,2,0,0,10,GET,7310,xss,1
46,1,1,0,0,0,0,POST,6928,normal,0
78,0,3,0,0,0,4,GET,2842,normal,0
427,6,36,0,3,0,26,GET,3253,sqli,1
936,18,17,4,0,0,23,PUT,6844,xss,1
22,0,1,0,0,0,3,GET,4596,normal,0
122,15,46,0,0,0,19,GET,1095,rce,1
855,8,26,0,7,0,11,GET,1713,sqli,1
769,14,13,0,0,3,21,POST,1883,lfi,1
817,17,47,0,9,0,25,POST,6173,sqli,1
409,11,40,3,0,0,5,DELETE,2556,xss,1
84,1,1,0,0,0,4,POST,6108,normal,0
366,16,34,0,0,8,23,GET,8715,lfi,1
514,18,37,0,0,0,26,GET,594,rce,1
51,3,0,0,0,0,2,POST,437,normal,0
29,2,5,0,0,0,1,PUT,1581,normal,0
70,2,2,0,0,0,4,PUT,843,normal,0
879,19,45,0,9,0,11,POST,8791,sqli,1
549,5,22,0,0,0,16,POST,8344,csrf,1
55,4,7,0,0,0,1,POST,6841,normal,0
74,3,4,0,0,0,1,POST,8955,normal,0
54,3,5,0,0,0,3,GET,695,normal,0
135,4,12,0,0,5,18,GET,5659,lfi,1
500,14,22,0,0,0,28,GET,432,rce,1
127,18,41,0,2,0,23,POST,2263,sqli,1
80,1,4,0,0,0,3,GET,1366,normal,0
81,3,1,0,0,0,3,GET,1088,normal,0
44,3,7,0,0,0,2,GET,4301,normal,0
83,1,1,0,0,0,1,GET,2144,normal,0
370,14,19,0,0,0,6,GET,5220,rce,1
835,3,29,0,8,0,24,DELETE,2337,sqli,1
750,4,43,0,0,0,19,PUT,918,csrf,1
891,13,24,0,0,0,19,GET,5978,csrf,1
75,3,5,0,0,0,3,GET,2261,normal,0
385,9,10,0,8,0,6,POST,8997,sqli,1
553,3,35,0,0,4,9,POST,77,lfi,1
861,15,41,0,0,0,26,GET,7637,rce,1
73,0,8,0,0,0,2,POST,2092,normal,0
20,2,2,0,0,0,0,POST,6024,normal,0
29,4,0,0,0,0,3,GET,9304,normal,0
396,3,29,0,0,6,17,POST,2689,lfi,1
437,9,32,2,0,0,26,GET,520,xss,1
43,1,1,0,0,0,3,GET,9137,normal,0
527,4,19,3,0,0,20,POST,6572,xss,1
450,9,28,2,0,0,12,GET,546,xss,1
77,1,3,0,0,0,4,GET,3963,normal,0
62,4,8,0,0,0,0,POST,8159,normal,0
957,13,35,2,0,0,15,GET,9789,xss,1
50,4,4,0,0,0,1,GET,7260,normal,0
693,13,18,0,9,0,27,GET,978,sqli,1
