domain_length,entropy,consonant_ratio,digit_ratio,unique_chars,vowel_ratio,consecutive_consonants,has_common_tld,is_dga
8,3.4364069272604727,0.520462955955912,0.01005836083926892,9,0.31817636569551444,2,1,0
7,2.5742710025565563,0.5893964045118387,0.020522056941870384,8,0.4921532714181315,1,1,0
12,2.2973063747457863,0.4658080527158425,0.05715564656701823,12,0.4840695342961946,1,1,0
13,2.4386935892845636,0.4666043835409146,0.03356683724402585,14,0.468762235965937,2,1,0
48,4.4186435597857034,0.6770874261502808,0.1742959683599834,16,0.2823662231060927,6,0,1
6,3.208186450785668,0.4699838932130714,0.04683212695789757,14,0.3933481994791629,2,1,0
5,3.0844760835891423,0.4905486685469062,0.06704679658272268,11,0.43562184989925823,2,1,0
18,3.181569138217042,0.361283753070179,0.06647762758764215,6,0.411460315414845,1,1,0
8,2.5698895594829034,0.47040875810344174,0.0014745514460629107,12,0.47043887899096076,2,1,0
32,4.2301134379017,0.8335218390270139,0.1342363995952714,11,0.19239057189074668,3,0,1
11,2.0361945105776895,0.5813788040670738,0.024116196770088083,6,0.43619779270219566,1,1,0
41,4.227052559552764,0.8594606047932788,0.3295947228546692,20,0.2644260908205242,3,0,1
29,4.291760752300384,0.7449393582710333,0.3183883675035535,10,0.2167166642997913,7,0,1
16,3.333710741135124,0.5906978301974615,0.03994463878814558,6,0.39729318387230556,1,1,0
10,2.7143568250270853,0.4580370689930239,0.031221062713007633,5,0.4555983249039394,1,1,0
36,4.48642211158089,0.7708158935466108,0.12217090021369872,24,0.24187085797775126,3,1,1
34,4.468051395820866,0.8895852443865663,0.4015019110251493,24,0.12097179150998685,6,0,1
27,3.914817124758859,0.7127508033957717,0.34189462537021775,24,0.203568836791428,3,0,1
34,4.185179524206495,0.612862659257108,0.4905714030141619,12,0.2595778227361587,6,0,1
8,2.2821132688789505,0.44286195501868486,0.03501322320330831,7,0.4187431420668833,2,1,0
16,3.430082198003528,0.5228694415563401,0.09712398236229182,7,0.4822784747052054,1,1,0
17,3.2266110330951467,0.4196188764108439,0.040345326458846524,10,0.4743634502564616,2,1,0
20,3.936179969418024,0.769355723489433,0.3846723556343621,13,0.28560846638062376,5,0,1
12,2.4027694927076855,0.4693758441059437,0.026800394791567563,7,0.4009015467476382,2,1,0
11,2.3077028765805845,0.30578309270591075,0.07234204242928864,10,0.4076916580343816,2,1,0
15,2.220701270216889,0.3395374453381486,0.02618553209932886,5,0.4868566355013987,2,1,0
15,3.046118644046964,0.4716749009004906,0.06804915609699731,5,0.3461391745021752,2,1,0
14,2.8502567470032,0.34834967233141145,0.09148270247442536,9,0.45675776872593954,2,1,0
21,3.9796411289748734,0.6703767209380884,0.2842263307354269,17,0.1507143531860666,7,1,1
10,2.284245587659721,0.4335841991190722,0.019264761426681244,6,0.3116650325635588,2,1,0
47,4.2927898042561035,0.7246682829647741,0.10596516112039543,16,0.25420377007292005,3,0,1
6,2.534151573536889,0.38743111758057286,0.0437787096306354,5,0.4044794415388243,2,1,0
8,3.1782240287484567,0.5464875600155115,0.004614837031593944,10,0.32637337787829146,1,0,0
39,4.251783454437671,0.7483059826023499,0.28106690811121027,22,0.1410716999091823,7,0,1
29,3.504568862590776,0.8452234046404928,0.15219453920091408,23,0.14739271099988985,5,0,1
10,2.512284003339955,0.30581123892971435,0.06817061138907085,14,0.4461347040308253,1,1,0
29,3.910714171701808,0.7341129917389133,0.47175654857122684,14,0.20659839371369798,6,0,1
6,2.0661010918884135,0.3660565295434384,0.06456223027724882,10,0.39955940872256224,1,1,0
9,2.328828285401983,0.43310409560263696,0.03383050701447038,6,0.3347786846456351,1,1,0
19,3.35242091507721,0.5840429850383353,0.08353809048927356,12,0.38759435149727894,1,1,0
9,3.2642872683085944,0.34768717847478026,0.09352775268886337,10,0.4910617371113075,1,1,0
10,2.2513959726721344,0.3263988830798311,0.030210048493655772,6,0.360498590294527,2,1,0
5,2.5492445189244357,0.31754884746846007,0.028183244015298994,5,0.3097861071957654,2,1,0
12,2.466204582907941,0.3370079924471617,0.05130043943900414,13,0.3624773478868808,1,1,0
7,2.2216112120812346,0.3185873019583847,0.09857673452535337,8,0.4670232520134091,2,1,0
9,2.933312314456741,0.5054214123945133,0.01633621695615972,14,0.48136157315987455,2,1,0
30,3.6898391104748764,0.8047062679682805,0.15397886044520753,16,0.18147416498585056,6,0,1
7,2.6404869991075577,0.3592319737220584,0.019421406066796543,6,0.39606098932564204,2,1,0
18,3.283247492162331,0.49365928475965276,0.04098905134622306,13,0.4896233293438546,2,1,0
41,3.7881749127780067,0.6303480190514748,0.4334525581303721,10,0.19317720338168717,6,0,1
19,2.3889105238511097,0.31639943087432953,0.05708831682419766,6,0.3125248576965797,1,1,0
17,2.560557105799803,0.591202234267847,0.003463572594915343,13,0.4516158828473149,1,1,0
19,2.2252350946746997,0.479979310591944,0.08072534649981494,12,0.4280065571637013,2,1,0
10,2.887059909665246,0.48413746288178816,0.0709338723426912,6,0.44423767933054004,1,1,0
32,4.060303422081213,0.6219822739244362,0.453714944711073,13,0.13774930051554332,3,1,1
37,4.49242326650709,0.8515490910986805,0.48159184167266034,23,0.20567462099284603,4,0,1
14,3.2837250515630187,0.3171271074335314,0.08677991857774149,6,0.41472521555309977,1,1,0
22,3.53589076425771,0.7746623605280869,0.22445482300806302,17,0.23963319975944747,4,0,1
27,4.212712328206512,0.7135604520148682,0.20706237865116295,14,0.13816522480015309,7,1,1
7,2.978029716136165,0.5087504041567422,0.029571714782250583,12,0.38109451235813724,2,0,0
34,4.395630738884386,0.823259388122617,0.286002507267788,11,0.20284090728337686,4,0,1
18,2.1375272464335286,0.3963681109089898,0.03435411664206361,13,0.30125628978102215,1,1,0
37,3.8136255681058495,0.7557784123337963,0.1344332784097082,19,0.21640765396162548,3,0,1
49,4.339324792723238,0.8384623609626702,0.3626345691546887,22,0.12518597952050894,5,0,1
7,2.767201541519159,0.4809469246538529,0.0928084061911629,14,0.31647735232336777,2,1,0
19,3.2565019349489117,0.5375905817790061,0.037960531515987286,9,0.3706860813814526,1,1,0
8,2.346067954474637,0.3685854127657277,0.07408658295749664,11,0.33582022868800177,1,1,0
11,3.0963553027560913,0.39933431293583793,0.06585456940734744,8,0.30794788562529113,2,0,0
33,3.5656675664328743,0.8126340440326962,0.1776632609651057,19,0.17386703855062205,3,0,1
44,3.600366804690167,0.6050003521765063,0.2157873975319985,10,0.18868479971602947,4,0,1
18,2.9401843112698933,0.542697076855857,0.04643051522654367,12,0.31347310390645355,1,1,0
19,3.4648295083934952,0.5147364152912883,0.09282739608318842,9,0.47546224545593424,1,1,0
10,2.3685046635916716,0.35844373948477243,0.06800363782565412,10,0.34363718183361885,1,1,0
11,3.3859375673581935,0.5096051616661699,0.061460999107892156,7,0.4910650842133689,1,1,0
16,2.5355836469720816,0.558723834615424,0.041824425341360806,5,0.3439359548180264,2,1,0
18,2.9329511934505685,0.543104671003006,0.022507928523273237,12,0.471199145500546,2,1,0
46,3.6151119658320345,0.8421146590971098,0.1719506690087517,18,0.14224655100980738,4,0,1
9,3.1396776802082362,0.41614709213303547,0.09807191576730978,11,0.4844212000677904,1,1,0
16,3.467375651054976,0.5300892678611199,0.07563737426840272,11,0.3247504194282011,1,1,0
41,3.793545292894967,0.8501461359620044,0.4464518832509693,19,0.24265241605635077,5,0,1
7,2.9236951137404064,0.4213576671446052,0.07701925422608522,14,0.46467646043540156,1,1,0
47,3.7355618598105282,0.8199830424871254,0.3753267163309125,15,0.14227832921370256,5,1,1
30,3.745929104386059,0.8681732767181832,0.36150430394305755,14,0.13427164386174517,3,0,1
19,2.628518924777774,0.559415685850545,0.011678281666035517,12,0.48827203654421547,2,1,0
7,2.4924324691475035,0.3966300853274002,0.08012696394074817,5,0.33596390365239304,2,1,0
18,3.2490648005074383,0.4549238241020801,0.0185981898970513,10,0.47551778677098083,2,1,0
10,3.339666684841247,0.4088807959378381,0.06576623735834078,6,0.34821985464311994,1,1,0
12,3.424486528564608,0.45095925324063824,0.06585453100122807,9,0.39010818854186247,2,0,0
17,2.6275434828617756,0.5455207690489082,0.06388849567785164,13,0.3925081468028792,1,1,0
19,2.8193288051526384,0.35490396273891855,0.08783545072314064,5,0.3578832248631488,1,1,0
10,2.8653431315637334,0.5264379173104874,0.07257498218146666,10,0.356823498364406,1,1,0
14,2.976632266067508,0.43376669157006065,0.03274892802897742,13,0.37471167226168345,1,1,0
38,3.9184795778573314,0.6971016166736901,0.3362455419256344,18,0.2747749485413403,4,0,1
7,3.2640345071505026,0.4640962043889202,0.00222933759559768,9,0.34839157713167024,1,1,0
16,2.4022109810486962,0.312412620295169,0.09082856781172965,7,0.4902462671331328,2,1,0
9,2.708246103119424,0.573061828161751,0.010347700280307716,6,0.4438252616455016,2,1,0
21,4.386893093119556,0.639433160417922,0.2515096446471661,20,0.10115683959855873,5,0,1
12,3.4952842204260346,0.3539764069109622,0.05085002873606475,7,0.30019588310029355,2,1,0
10,3.1923252571782785,0.5917987236519093,0.04478421154450042,7,0.4416190700357391,1,1,0
22,3.814521952917783,0.655009401832077,0.11605996475143816,11,0.17946250418588663,3,0,1
6,2.5531312561713593,0.5743259132180842,0.07292534462319043,8,0.43125877628601955,2,1,0
27,3.809103824891964,0.7145590678645102,0.48547335569313965,11,0.16984979136269224,3,0,1
15,3.446197599358159,0.3068051101219912,0.007369846457348228,8,0.30015548398629055,2,0,0
13,2.396343374716451,0.5385061461416861,0.08574202117664126,8,0.4167279637159069,2,1,0
14,3.4150252855091647,0.5657433673824518,0.04947812608622332,14,0.4576679736960652,2,1,0
17,3.406276270252851,0.348842596262567,0.012735711089738245,14,0.3433257170787649,2,1,0
14,3.259115469387966,0.4661942813241632,0.06720730018620998,10,0.4325400089164223,2,1,0
39,4.0666342964218405,0.7550519741341291,0.34900863257287473,13,0.13330301084707058,6,0,1
13,2.0029928420097267,0.4384637289699856,0.008182637527165927,7,0.46663213610366494,1,1,0
16,3.1908246263205706,0.5365097614161403,0.028257163014953714,11,0.3875730428317093,1,1,0
8,3.2649485863868986,0.4914279871776443,0.02968950020534672,8,0.3125377848634297,2,1,0
9,3.4432725398474213,0.5162191285510204,0.08684368676226657,11,0.4058454507455724,2,1,0
6,2.3275739171791687,0.5756447583385252,0.030735049637966173,8,0.42152848805379955,1,1,0
7,3.0997197018863734,0.42504700649976873,0.07802628243179294,10,0.3639307632580508,1,1,0
5,2.7785966261467916,0.5312924682622765,0.057723272405997374,7,0.3155218850828713,2,1,0
8,2.492723307794112,0.5138050621735906,0.009469645096576851,8,0.4506282239308578,1,1,0
16,2.9094365150885366,0.4316966999686034,0.01564660734938598,9,0.40817694866960275,1,1,0
6,2.8222990903819483,0.41435217998077356,0.00801156469184221,11,0.3419466496282023,1,1,0
16,2.4384415989170045,0.5644064001546414,0.04014881011407764,5,0.3374779521881881,2,1,0
19,2.4026936931977025,0.36142184980163533,0.096988882529466,12,0.4091910251196231,2,1,0
23,3.810884700514838,0.7020157832494373,0.19693603783336133,15,0.11110526380140091,3,1,1
5,2.711054762729119,0.5923446019716679,0.03420970761507992,12,0.438245312201094,1,0,0
14,2.4530790547519947,0.383209737031755,0.08200142494000602,12,0.3697538566008889,2,1,0
16,2.3955967370605533,0.5617429295260902,0.08757893355458805,13,0.3940939442211973,1,1,0
26,4.2312055825454955,0.6062476569118072,0.1516619360444124,13,0.13364228051257945,6,0,1
33,3.770648013218021,0.6223049644672626,0.2503753320885125,22,0.10975974113745209,4,0,1
10,3.2251686581368006,0.4195026763784108,0.06488747359975874,5,0.30202583288515444,1,1,0
17,2.3214256530155097,0.3663905286238721,0.0450035234409559,13,0.3721357826901632,1,1,0
15,4.022909034668607,0.80974542830168,0.17460439836342484,18,0.26936053176009866,7,0,1
11,3.2139935274471476,0.5899830603070002,0.04098714289792291,13,0.4512453496438803,1,1,0
11,2.277011521538372,0.5678432741410613,0.08177940773285503,14,0.4537548879000782,1,1,0
11,2.755303903632554,0.5955830061212672,0.05856755329866922,12,0.3837503545879579,2,1,0
19,2.3321326801553797,0.5073380984138697,0.0521238210104053,13,0.4951751543842462,2,1,0
16,3.6589054348754964,0.7879624958833373,0.4427034796645798,16,0.15183477951077246,4,1,1
23,4.201185565441902,0.7572428461029086,0.3363135701287173,14,0.2718137929399387,6,1,1
9,3.33712751487894,0.4867545879934456,0.039216249904054735,11,0.462863124618365,2,1,0
18,3.4950188763226904,0.33604313655731366,0.080504404542318,7,0.4020219217828869,2,1,0
15,3.4158564200226227,0.5485280815860756,0.038397961247098315,8,0.3390638481801368,1,1,0
44,4.057103365877877,0.787264167666426,0.25751398935963593,20,0.21688350113514185,5,1,1
29,4.436274397669465,0.733037985799644,0.41811141329686585,10,0.226239231421187,3,1,1
29,3.6124664359613643,0.75252218681421,0.4494677643722974,22,0.1865096156101445,5,0,1
21,3.630821426265182,0.8167034891092644,0.44597218943414674,13,0.18834408464196278,4,0,1
12,2.3160209930060685,0.5893340528561753,0.09025294329520774,11,0.41285221888239054,1,1,0
14,3.275204425744409,0.540622669002628,0.09930688433455098,6,0.31486828300027236,2,1,0
15,2.8233483190245803,0.5080152726415627,0.016919886593002666,7,0.43986330749382585,2,0,0
31,4.46396220987223,0.8565230357856183,0.4555677000853777,12,0.23678392429866515,6,0,1
18,3.0102425520305394,0.3610514528195552,0.06983614774573123,5,0.3320026763760499,2,1,0
13,2.5209967877469994,0.5572824617071559,0.04561439515090398,13,0.38493578588811617,2,1,0
18,3.1386290753189363,0.47503382461955596,0.030381985800478562,13,0.4709127595585429,2,1,0
14,3.2650628658035297,0.5799148190666467,0.002724243115507341,7,0.3743062036443273,1,1,0
8,3.1161956545529663,0.49818299361343044,0.06362208719472955,9,0.3218057846612219,1,1,0
16,3.1652101704864455,0.5224599925975342,0.0315708463936345,6,0.48843570736044684,1,0,0
19,2.5400233095000972,0.36667713630456567,0.05521910103734762,12,0.4278415051172334,2,1,0
16,3.4155318991223558,0.4034988042780286,0.01221354642072562,9,0.36031685846040473,1,1,0
9,2.6368581775341142,0.3906916932332748,0.004427226180624988,6,0.41658848662896536,1,1,0
9,3.3455753278196965,0.5082437848811449,0.08023855585696076,10,0.31806399539276714,2,1,0
35,4.041871031957584,0.7788335920630389,0.4915786200685993,19,0.184533942318782,6,0,1
11,2.1864964630676424,0.557993384753728,0.013737159500838892,9,0.4638656182693296,2,1,0
17,3.4494058393874263,0.36377445557907884,0.057058980575111176,10,0.3276744384085379,1,1,0
33,3.5766992166151197,0.6073844807935405,0.33475600545137146,20,0.12053085341008257,6,1,1
12,2.9092197750935007,0.5439728284791318,0.0007991533945599039,9,0.4105797369110103,2,1,0
49,4.096999713100665,0.6320052104726859,0.43439483387588074,21,0.11861763544509446,3,1,1
18,3.4005305563277246,0.34449304311933343,0.06312510489729758,6,0.34225844406626366,1,1,0
5,2.030036585704445,0.39801570513759044,0.07380844735817883,13,0.4766259203155203,1,1,0
16,3.3949850364469722,0.41932246740446544,0.09479021945217475,12,0.39515118580024855,2,1,0
14,2.9410492066386618,0.4396346951864679,0.001611973898154584,8,0.35656953243566253,1,0,0
17,3.2426846005539245,0.5210297923598578,0.08986285115105219,5,0.3504949931684883,1,1,0
10,2.81108340952981,0.40151177840619695,0.09666844835828538,12,0.38002578663534076,1,1,0
37,4.456460057075919,0.851529290586744,0.37037937588986325,17,0.28574610937424516,7,0,1
19,3.346277308616915,0.55982360939163,0.0948884400289526,13,0.30534712452898144,1,1,0
21,4.456237002097386,0.841148379481602,0.4892260244130725,13,0.18683695295032285,4,0,1
13,2.707684071681194,0.38486590225138084,0.09922476026415158,13,0.38893616280246324,1,1,0
44,4.267661956415813,0.7759345163762792,0.42615134445690916,15,0.19679349067026086,6,1,1
11,2.7778549717435372,0.5636536147794893,0.006948562437431527,7,0.4767201117402,2,1,0
5,2.6694304342076784,0.519311652762394,0.06788902173718402,5,0.4562466414700236,1,1,0
13,2.270785742341693,0.40629478792462526,0.07031254266423537,6,0.4957680391081983,2,0,0
7,2.596100730699702,0.36932511844556104,0.06293514544638996,9,0.32151313970670947,2,1,0
47,4.238189576538491,0.8150684804239713,0.24686012506344382,18,0.12158922886140067,4,1,1
13,2.6006970897727557,0.3172378145904208,0.07487641523135667,10,0.30400209210251256,1,1,0
8,2.8897374429694764,0.4173159622947085,0.01617269127369182,7,0.383012659739077,1,1,0
19,2.913277605646116,0.5276416125377829,0.025019827381726714,11,0.34510529903019826,1,1,0
13,2.357992217439063,0.4755216454707345,0.046342163585899765,14,0.37257300224831447,2,1,0
43,3.744739177707084,0.860559901429619,0.19712971388837724,13,0.2659216604570205,4,0,1
22,4.404943183194212,0.7620380778600674,0.48586557551013476,13,0.181995953707448,5,1,1
36,4.340329612663318,0.8519797268104488,0.3658980625019047,15,0.25039381124091453,4,1,1
11,2.6631520244554947,0.44496447704421277,0.0354305174718239,7,0.43767189368129755,1,0,0
8,2.194393203206814,0.5319186194750374,0.02428070020810206,14,0.40991098188498326,1,1,0
15,3.5252348855868023,0.6400165610539218,0.3950272602564743,22,0.10944635577625712,3,0,1
8,3.227263124930824,0.5889061988315591,0.07108399175678713,10,0.4712035129658216,2,1,0
35,3.5674327261109027,0.8762964748228321,0.4899834789449301,12,0.20523955925060267,4,0,1
22,4.468823138457169,0.6021571389795438,0.18358297605723198,22,0.17804506273888376,6,0,1
41,4.472319255804216,0.8004663263654881,0.3017754708422849,13,0.25716952442177593,3,0,1
14,3.46970303887038,0.5785208644746562,0.041165504558227296,9,0.3694748508791648,2,1,0
7,2.8167612071031094,0.3739928021957365,0.04857716204532778,8,0.41521386901874346,1,1,0
33,4.01199275019458,0.6059307273594279,0.14173305056737295,17,0.1748296468437737,6,0,1
9,3.370167119302881,0.36717861849863365,0.07307552193639376,11,0.38888828300588757,1,1,0
7,2.5040009510050827,0.48835936918221895,0.08047061157505149,12,0.4926079262990902,2,1,0
15,3.094861001748723,0.4737061620014139,0.026365671144463865,6,0.4697373244778571,2,1,0
41,4.237268690253085,0.8190552397966361,0.2743982472113492,10,0.27398493624320397,6,0,1
16,2.23473967114841,0.30232023951128806,0.08305981498595133,10,0.32946505973051915,2,1,0
10,2.8419710304932835,0.34709612488977115,0.08550845343645931,13,0.4007361291588313,1,0,0
19,2.3597349778625514,0.3729714074464492,0.008082862019686854,5,0.3413896502072187,1,1,0
7,2.0739981297925216,0.5091256457817459,0.01436194738647021,12,0.38131579520497005,2,1,0
20,4.47681640918456,0.8155356305245895,0.2942387271827077,23,0.2590397913427474,3,0,1
12,2.083984322921875,0.48717035443409096,0.09529949936684795,8,0.4625877124075252,1,1,0
18,3.076156830043498,0.47121430439821327,0.010991872622553656,10,0.3518804436083125,2,1,0
23,3.9499386621389574,0.8773093234720291,0.3145644624053843,23,0.21080901495864396,6,1,1
34,3.7424487892909397,0.6926762444367364,0.2990543332751595,22,0.18817330595081527,4,0,1
9,3.4790785837601406,0.5020699131294541,0.09504672596362654,9,0.4507873064714789,1,0,0
41,3.663622492855782,0.6095942754693325,0.11459372061747636,21,0.15357207483012397,3,0,1
9,2.886660229405193,0.4824557878152113,0.0288366056626852,7,0.3831907808312138,1,1,0
5,3.159477131856428,0.5392911562127195,0.0047598370809305846,13,0.3870491870167585,2,0,0
35,3.960411740025555,0.865952575945824,0.31884985104806196,11,0.10665724646581481,4,0,1
47,4.493670646919885,0.666404176257391,0.21389448812244927,16,0.15003399644737692,4,0,1
38,3.886460744148794,0.8637391007545218,0.1822716077346136,19,0.1261225229425259,5,0,1
48,3.963261066100216,0.6879210503698774,0.3057661862291696,20,0.1936716232409877,3,0,1
8,3.258065136992525,0.49524994193853733,0.0980900047940369,11,0.49211193510850226,2,1,0
10,2.1734052090064053,0.5800813968595445,0.043191805465585,12,0.40209515869878804,1,1,0
44,4.422281411194817,0.70561578078273,0.44440744677417643,11,0.16534679121919849,6,1,1
11,2.509045503919698,0.591010997269827,0.03769693851459637,14,0.4390037828506447,1,1,0
25,3.833402532201413,0.7455837883785528,0.2344680719824731,20,0.22401945745152096,3,1,1
31,4.200155989645725,0.6953082214122641,0.19835927170911893,20,0.1139051590210793,6,0,1
27,4.465783750436561,0.6839057571848384,0.4713596220369457,14,0.12161062729805838,5,0,1
5,3.114708784861605,0.5597879067610991,0.020994287742418384,14,0.3919149236002224,1,1,0
13,2.334669822141663,0.39715250359327325,0.06935246549872147,5,0.47335765530872165,1,1,0
19,2.612619566255429,0.36583029506854015,0.0698076106030138,11,0.4847665661180004,1,1,0
8,2.4118356189752417,0.4872250950055306,0.06090237964785314,5,0.3576487424432613,2,1,0
16,2.3579526261772576,0.41229933095717103,0.029403694666667514,9,0.4416572506180194,2,1,0
19,2.940644166531081,0.595768481115893,0.016325515514967803,8,0.4717011821481484,1,1,0
11,2.068142924387034,0.4486491203731865,0.02288156455675329,7,0.3880640010949151,1,1,0
15,3.183348105505563,0.3331423476618738,0.08075567370416568,5,0.41957279789055985,2,0,0
18,2.8193510959300823,0.4496408045845677,0.048856625040158336,12,0.42798266386714123,2,1,0
10,3.242656094161009,0.46052489740324176,0.03512005375742712,7,0.489801732466092,2,1,0
19,2.319523975097192,0.30141861692696076,0.013591111673060818,14,0.39640563247070243,2,1,0
42,4.465462075044205,0.6265437955945691,0.10767579781192516,16,0.25826797079254826,5,0,1
13,2.6308757621477312,0.30040186118619416,0.04177954375037077,8,0.33738562086997803,2,1,0
18,2.1152059657485545,0.4683003862744771,0.08860289523165497,5,0.4171503625289512,1,1,0
6,3.1287145883184975,0.38764014429342025,0.094011373732995,5,0.39114576913297455,1,1,0
19,4.271136271200472,0.8026510927013845,0.20696077307376376,18,0.2115450126121819,5,1,1
19,2.406375298835727,0.5515750666564481,0.03881775413402044,10,0.3027206983194829,1,1,0
15,3.3740690284371757,0.30900529528962783,0.05591729149545808,10,0.4182262402001209,1,0,0
11,3.1459546951500874,0.5075127195583344,0.084118222148587,8,0.461834949991561,1,1,0
15,2.4601360536850843,0.4718997460534453,0.005045311262505326,10,0.461431535716032,1,1,0
9,2.358663413608113,0.5314656668503694,0.05328325066918069,6,0.3779069933946214,1,1,0
17,2.6601343335707437,0.33967899300081444,0.0398631956141619,8,0.33616566509525286,2,1,0
11,2.4391847221668668,0.561474012120174,0.03810325241812315,8,0.4886656344423383,2,1,0
29,4.33233918008868,0.6871447352146198,0.3876001982109959,18,0.1125652135231685,6,0,1
31,3.6751737411189036,0.7170619018957762,0.15118689922576226,17,0.16047844263839037,7,0,1
