ip_address,threat_type,threat_level,confidence,first_seen_days_ago,last_seen_days_ago,total_reports,is_active
205.178.62.96,scanner,5,0.8279029910085154,300,28,77,1
231.240.51.253,botnet,1,0.9973992528716066,72,22,97,1
96.131.221.229,phishing,6,0.8875600312707255,81,4,13,1
151.230.236.143,scanner,9,0.7701815555269258,10,24,22,1
171.28.35.13,phishing,8,0.8852668991706699,248,16,56,1
160.70.186.243,bruteforce,1,0.7376121138297986,159,25,5,1
86.27.65.170,phishing,6,0.6554543513640252,106,22,81,0
45.61.184.245,scanner,3,0.6309806389076376,90,25,43,1
134.27.27.108,spam,6,0.6997396385501629,240,20,74,1
44.83.29.190,phishing,9,0.5011416377012343,203,10,55,1
75.127.249.247,spam,6,0.5884779553564219,315,8,91,1
92.216.230.190,phishing,8,0.5632666724529449,357,22,15,1
225.128.120.27,bruteforce,6,0.9801710131734521,148,19,42,1
190.120.115.205,scanner,6,0.5324239119660152,261,26,9,1
233.2.102.198,phishing,7,0.7504863870701551,165,23,71,1
200.154.136.62,malware,4,0.9598589656183789,115,8,57,1
165.224.50.234,bruteforce,8,0.8037601094284366,7,8,10,0
172.151.206.59,malware,4,0.7476345390033112,228,9,64,1
118.159.95.216,bruteforce,7,0.8714966934761101,69,19,41,1
233.179.112.62,bruteforce,1,0.6766876458085662,190,5,13,0
241.185.51.12,phishing,9,0.5968572201627345,161,3,16,1
254.38.129.131,scanner,9,0.9236412295948182,176,0,98,1
113.100.112.184,scanner,7,0.5282910794876257,39,5,72,1
81.186.112.2,botnet,8,0.9038969945434752,341,23,60,1
130.219.53.87,scanner,2,0.5516830449771755,28,5,31,0
229.223.224.129,spam,7,0.8127839389534879,8,28,55,1
147.125.129.53,phishing,1,0.738523664327366,276,11,92,1
172.217.159.198,malware,3,0.9992705849610404,287,2,71,1
160.246.67.183,scanner,6,0.6939603876958065,71,12,34,1
203.183.122.145,malware,5,0.978643348956943,182,23,97,0
38.23.68.116,botnet,5,0.7018902519759076,9,9,4,1
98.197.213.139,phishing,9,0.8408502454580669,176,8,55,1
240.143.96.201,scanner,6,0.8218306344226142,86,16,90,0
124.186.69.208,malware,3,0.5432259759515796,83,10,66,1
93.2.147.252,bruteforce,2,0.8716829091988946,85,26,96,1
187.163.146.90,scanner,9,0.6043338053368708,296,5,59,1
195.254.146.148,botnet,4,0.6942204729264372,206,9,41,1
96.198.51.233,bruteforce,5,0.8911003735530449,286,23,66,1
161.167.127.39,malware,9,0.9721568433403036,108,17,90,1
82.103.128.11,malware,5,0.7799018281034944,31,13,47,1
220.184.216.178,phishing,7,0.7596922505092694,12,29,27,0
151.158.221.42,phishing,2,0.752461708406825,212,3,79,1
99.6.251.144,malware,2,0.9082823480156629,117,12,21,1
90.111.248.244,bruteforce,4,0.9965580399557152,105,0,91,1
60.112.1.129,phishing,8,0.8167955218890278,14,19,98,1
48.253.139.197,malware,2,0.6893112132416951,319,1,11,0
37.159.250.247,bruteforce,7,0.6093321571915432,212,2,87,1
9.232.98.147,spam,1,0.5994106019581021,187,19,22,1
48.207.130.148,scanner,9,0.9280755008021698,233,2,23,1
152.53.119.161,spam,6,0.9961760288762594,263,5,65,1
152.115.74.113,spam,1,0.8489952202104414,222,28,59,0
200.163.165.104,scanner,6,0.9779144746439762,212,6,76,0
84.253.226.112,malware,5,0.6749977665821593,144,10,89,1
254.216.98.153,malware,5,0.8137976167188019,4,6,70,0
93.145.127.110,phishing,5,0.7558422767866461,140,16,98,0
82.193.53.163,botnet,4,0.741009078931093,20,20,28,1
208.188.168.228,malware,7,0.8161868180802101,116,18,25,0
161.67.32.142,scanner,9,0.6551694072431061,114,11,82,1
21.47.147.248,botnet,4,0.820311169362234,43,0,1,0
128.135.134.195,scanner,2,0.8364307658411964,203,0,32,1
145.127.32.176,scanner,2,0.9180566665852652,308,17,29,1
204.186.114.214,scanner,2,0.8652407092261573,321,9,20,1
119.21.237.158,botnet,7,0.6598872315625468,360,23,46,0
38.229.108.51,spam,4,0.7254000161108802,125,19,77,1
182.7.26.27,bruteforce,4,0.5601889556047341,119,29,57,1
226.20.29.97,scanner,1,0.6286470688110524,213,25,12,0
28.110.191.225,phishing,4,0.7604725299708217,312,2,72,0
197.251.60.48,malware,6,0.5503803904322624,310,13,39,1
147.3.34.192,bruteforce,2,0.785303147899868,129,7,8,1
49.16.171.220,malware,4,0.6951395758481319,93,15,82,1
158.220.45.117,malware,7,0.5173831377226192,64,17,85,1
6.98.123.233,botnet,9,0.7172239408053778,204,8,28,1
37.23.92.241,phishing,2,0.640570088224574,186,3,31,1
46.180.94.99,phishing,8,0.5334886870955475,211,26,15,1
188.224.115.191,bruteforce,6,0.6466849306974325,190,24,60,1
253.212.159.215,phishing,8,0.6470475618630268,260,0,39,1
161.66.127.18,phishing,2,0.6775368353022089,321,20,97,1
25.233.222.54,phishing,1,0.6832374845876645,89,25,87,0
58.66.103.174,bruteforce,7,0.7148857523941221,244,22,80,1
24.113.31.175,spam,9,0.5459790638622781,149,13,88,1
86.150.193.127,phishing,9,0.5026388911374337,139,10,21,1
155.233.129.218,phishing,2,0.8680036435998343,292,3,8,0
17.103.160.137,botnet,4,0.6686732247135689,118,27,42,1
43.245.175.39,botnet,1,0.8068058877287273,246,27,59,1
221.169.246.26,phishing,7,0.6535174099665929,97,20,81,0
99.49.152.152,spam,2,0.9920936702229826,169,15,79,1
13.59.249.135,phishing,4,0.6577123521583521,309,26,78,1
57.35.172.20,phishing,2,0.8025222012604221,66,8,20,1
65.7.237.144,phishing,1,0.6099856243077068,55,21,96,1
142.203.114.215,scanner,7,0.7589011891884772,45,28,61,1
143.91.97.66,spam,6,0.7896654033351573,4,13,11,0
32.214.190.86,malware,2,0.5914120198203483,55,5,32,1
51.152.185.63,phishing,4,0.5618277033489996,150,1,4,1
190.124.149.58,malware,3,0.9868006450732135,317,0,29,1
58.85.48.180,spam,3,0.9466338076511077,140,19,5,0
170.69.14.54,phishing,3,0.8300335660359299,314,25,76,0
235.187.100.225,malware,4,0.9305271356276272,283,18,39,1
8.52.59.236,bruteforce,1,0.5477801864977164,5,26,23,0
108.4.102.196,malware,1,0.8646881241597719,188,22,97,1
6.108.223.116,spam,7,0.6428021726798365,316,6,16,0
94.46.98.55,phishing,5,0.7697465956809366,218,21,50,1
168.51.143.13,scanner,3,0.8824069591926227,172,14,11,1
114.123.105.158,spam,9,0.5167396650720538,92,4,72,1
147.144.119.63,scanner,5,0.8474190905495114,11,2,97,1
19.91.57.183,phishing,3,0.717433395236577,162,14,48,1
90.228.217.117,malware,9,0.7198364359390581,317,3,34,1
62.22.126.137,bruteforce,1,0.9536390500330485,4,28,21,1
140.244.128.58,bruteforce,9,0.9298681929648357,65,4,63,1
122.0.238.34,spam,5,0.5287668723780644,202,3,17,1
96.125.117.48,spam,6,0.8091577154506071,323,2,34,1
89.231.236.117,spam,2,0.7179230823251124,341,1,51,1
129.15.188.231,botnet,8,0.5589072321567071,192,4,67,1
192.190.68.22,bruteforce,3,0.9255256931442073,364,17,24,0
93.246.194.76,bruteforce,1,0.5357555365238513,335,1,22,1
154.143.178.229,phishing,7,0.5160486976334546,65,14,10,1
86.184.28.206,botnet,3,0.5987577699766506,168,17,5,1
220.68.46.241,spam,4,0.6516896283000462,154,29,31,1
94.237.189.244,spam,5,0.5304403887137219,75,17,24,1
197.203.143.218,scanner,1,0.820655729551641,260,7,11,1
218.175.84.39,botnet,9,0.7185750120907755,132,11,51,1
100.32.253.222,malware,7,0.7060944308046138,341,22,48,0
101.22.249.10,bruteforce,2,0.5726703669807119,140,8,78,1
246.68.99.34,phishing,1,0.7188945418186332,335,18,4,0
180.222.137.250,malware,2,0.6950829722377037,345,0,8,0
147.185.95.1,malware,3,0.6918213599606146,136,21,7,0
248.68.236.4,phishing,3,0.6092835059358706,175,24,99,0
16.23.79.247,spam,8,0.5472186673961531,287,28,32,1
2.240.219.128,bruteforce,5,0.630353965678114,338,16,86,1
160.218.83.152,scanner,9,0.8336350824452626,35,0,22,1
140.177.162.124,spam,3,0.5364617183837359,142,19,90,1
33.160.188.179,spam,6,0.6911622206223758,136,25,36,0
171.100.11.67,botnet,4,0.7571881153161764,15,16,29,1
65.160.167.74,malware,8,0.9815759063028167,249,24,68,1
43.43.28.141,malware,1,0.921912501050174,5,5,95,1
12.94.45.130,bruteforce,4,0.9583066663649713,71,4,86,0
253.242.241.35,malware,7,0.9100007707474138,160,26,61,0
215.80.89.8,scanner,9,0.7945572892279137,223,4,53,1
93.153.201.90,scanner,1,0.9303934022660062,355,10,72,1
254.161.114.105,scanner,8,0.7826237254817492,314,10,85,1
135.195.57.245,phishing,2,0.6788739965209281,35,10,15,0
114.236.74.157,bruteforce,4,0.6861710003095816,33,11,48,0
120.163.216.21,scanner,4,0.7827308566583491,12,11,54,0
253.248.163.138,botnet,8,0.9047198113631066,201,1,68,1
101.200.151.192,botnet,2,0.5668263441056998,56,2,69,0
227.176.98.240,spam,7,0.5196326098157151,6,27,64,0
36.209.240.231,spam,3,0.8947843130776887,314,6,66,1
96.151.150.190,bruteforce,9,0.8237960346119333,110,19,50,0
224.36.11.113,spam,5,0.9106551529268809,115,13,72,1
183.12.22.217,spam,8,0.9883382634964755,306,21,47,1
99.104.29.17,botnet,5,0.6256970057100504,258,15,68,0
113.61.83.112,spam,1,0.5971459876737407,154,23,13,1
217.85.140.187,botnet,9,0.6704892736996502,205,13,14,0
19.176.99.140,scanner,7,0.9389811494367706,309,16,9,1
189.232.146.76,scanner,4,0.5069819339773984,93,14,28,1
9.198.27.206,bruteforce,7,0.5052661293590157,191,10,38,1
223.127.51.83,phishing,5,0.6083931934552671,289,12,12,1
250.110.143.117,spam,9,0.6879581478667205,278,5,92,0
69.98.139.25,scanner,2,0.651173044157549,47,16,13,1
180.122.212.228,scanner,4,0.9124589213874305,54,11,21,1
53.150.143.57,bruteforce,6,0.8448611928233294,16,27,55,1
39.108.180.42,malware,5,0.9189168409604392,334,27,38,0
186.166.141.223,malware,1,0.6918801472768832,61,23,52,1
122.132.162.215,bruteforce,9,0.7979051423650472,124,3,26,1
221.234.74.146,botnet,9,0.7577277245984553,236,20,89,1
239.75.8.74,phishing,3,0.7373632742217295,60,9,22,0
186.235.144.253,bruteforce,4,0.6440516048855864,43,17,51,1
230.6.173.141,malware,4,0.8546103152456412,326,18,72,1
168.169.136.178,phishing,8,0.7620148029869238,127,6,37,1
27.121.193.5,scanner,6,0.5393013905444721,258,22,45,0
29.164.165.83,bruteforce,2,0.5002611921682001,200,29,86,1
136.239.108.65,botnet,4,0.5101595244276127,322,11,77,0
86.243.144.71,phishing,1,0.5379750176238413,111,10,37,1
217.44.131.36,malware,3,0.6854770955665668,354,23,14,0
70.251.158.19,scanner,4,0.6528328435900792,142,28,18,0
189.107.181.167,bruteforce,8,0.5783211893045075,206,2,97,1
91.201.89.19,spam,3,0.7577246508901434,358,1,7,1
39.125.194.173,scanner,5,0.9850907066514476,139,1,74,1
141.241.219.126,malware,1,0.5803483193554451,226,21,60,0
58.147.219.200,bruteforce,4,0.6252957320993859,318,1,58,1
61.126.104.167,malware,2,0.7310515112370171,135,26,94,1
1.130.204.92,spam,4,0.8204203764372764,289,14,55,1
190.248.190.252,scanner,5,0.8001249954328227,199,3,34,1
113.152.55.161,phishing,3,0.7605996397058292,277,24,45,0
166.116.133.58,phishing,6,0.8686341068112118,305,25,3,1
44.172.159.173,scanner,2,0.9229727796385767,139,2,40,1
61.46.148.80,phishing,5,0.9994834537085627,149,16,76,1
118.212.202.252,bruteforce,4,0.7327552749743189,90,1,53,1
229.163.226.147,scanner,5,0.9974783105632263,185,25,31,1
20.184.145.47,scanner,9,0.8652497051389354,81,28,23,1
233.48.13.143,malware,6,0.8286708755893752,18,9,72,0
159.0.116.54,botnet,7,0.8198415328331672,132,6,65,1
118.2.143.215,malware,8,0.9553721473806325,271,8,55,1
185.202.11.74,phishing,9,0.9739671530283153,168,24,99,0
224.15.199.102,botnet,5,0.589246663978515,18,19,79,1
204.151.155.117,scanner,8,0.7467119205326455,252,14,92,1
8.121.91.164,phishing,2,0.9707249250748266,363,7,12,0
90.135.185.60,spam,9,0.6910564154957952,192,16,1,0
178.27.219.101,phishing,2,0.6163382678396714,277,26,11,0
41.227.191.155,botnet,5,0.5513265891609977,144,10,51,1
246.190.144.201,botnet,6,0.7986088017720026,34,15,66,1
161.244.211.205,scanner,4,0.8501364148661825,166,29,45,1
220.239.156.141,bruteforce,8,0.5977739931886112,243,21,99,1
46.34.252.134,spam,3,0.8368190565860434,72,29,72,0
82.114.196.47,scanner,5,0.9498095960917919,310,23,31,1
153.193.9.56,spam,2,0.6217897271486972,132,17,85,1
30.241.250.109,spam,3,0.5609999478258438,72,23,53,1
5.118.247.33,scanner,8,0.9177119863399343,114,3,45,1
118.64.145.224,phishing,5,0.9582232181931218,266,17,67,0
239.176.10.85,malware,3,0.6074309712229469,333,19,89,0
26.62.216.86,spam,5,0.8606902746173322,109,7,41,0
59.26.176.205,botnet,9,0.7954597315261858,167,14,28,0
161.97.104.99,scanner,3,0.6195982265658988,215,12,62,1
129.148.239.55,bruteforce,7,0.9118288443905018,339,3,92,1
6.219.208.197,phishing,8,0.7352187073410654,96,28,2,1
95.132.101.3,spam,5,0.8501669372294678,79,13,72,0
181.22.228.53,bruteforce,3,0.6507114150315696,216,14,65,0
165.201.201.83,phishing,6,0.9078908000355556,185,14,21,1
145.84.77.201,scanner,3,0.6321429792887736,63,23,15,1
110.0.50.173,bruteforce,9,0.6823936216250759,66,22,55,1
205.3.189.193,botnet,2,0.6957345960693918,95,4,8,1
113.231.31.34,spam,3,0.603213419557592,33,23,86,0
92.94.71.39,spam,7,0.9371847109511124,344,14,20,1
154.249.161.182,bruteforce,8,0.5567439199764146,233,17,77,1
118.2.122.50,phishing,5,0.7815645326924645,162,2,64,0
12.192.53.236,scanner,5,0.9070754246170676,156,19,90,0
133.221.221.251,malware,5,0.7904524714002046,280,9,39,1
57.144.111.47,spam,4,0.6634482477478398,27,4,7,0
151.206.228.85,botnet,9,0.8906775301330299,68,4,57,1
142.65.74.179,spam,6,0.7495886944398662,331,14,75,1
103.165.191.252,spam,8,0.5815064248333686,337,0,31,0
226.37.49.98,malware,8,0.6584316374263839,229,0,34,1
82.29.78.91,malware,5,0.7959699091927901,349,15,75,1
179.190.225.52,scanner,9,0.8293882563989934,136,27,88,0
249.165.224.216,spam,2,0.7740660453339043,111,26,89,0
79.251.29.247,spam,8,0.6360047178068243,298,16,51,1
106.50.80.133,phishing,3,0.7968763200900812,24,13,56,1
29.131.137.184,phishing,7,0.666225766597067,93,14,97,1
145.73.16.252,bruteforce,9,0.6124605374514878,65,13,29,1
84.215.68.34,bruteforce,5,0.9727643294899133,16,20,63,1
6.52.193.205,botnet,8,0.657436701562212,108,1,85,0
126.234.42.240,botnet,4,0.6678102273642748,277,2,33,1
203.114.110.249,phishing,1,0.9483882273819715,9,23,45,1
151.182.79.95,bruteforce,1,0.571346487719527,345,11,6,0
203.117.143.8,botnet,6,0.792297436381598,140,25,37,1
132.103.131.184,spam,8,0.8918553176454036,297,23,53,0
25.194.95.195,bruteforce,2,0.6368327181932196,27,27,2,0
155.92.159.178,malware,4,0.9220405304860291,99,25,94,1
61.121.50.147,bruteforce,3,0.8848244895078952,186,1,57,1
21.4.209.92,spam,9,0.7430470336333742,266,7,92,1
170.60.21.149,phishing,3,0.5593578523839308,207,26,96,1
70.0.132.233,scanner,8,0.9850535797633266,336,11,51,0
12.89.45.34,scanner,7,0.8121151120163952,310,8,91,1
177.77.217.45,phishing,1,0.7585492020962022,260,25,39,1
155.72.25.249,spam,8,0.9427247925977125,68,13,22,1
47.120.213.239,botnet,9,0.710678104826788,37,25,79,0
56.93.106.63,bruteforce,8,0.7818206755291846,65,5,43,1
48.60.80.26,bruteforce,1,0.9292064942179067,234,16,38,1
36.0.7.113,botnet,7,0.6964860914840239,63,10,64,1
99.252.179.207,scanner,9,0.8861957900295754,234,26,37,0
47.126.55.214,phishing,5,0.6280688864479955,152,18,38,0
14.217.27.215,phishing,2,0.8511825510669291,179,20,71,1
78.215.129.109,malware,8,0.7552174318154493,165,12,31,1
154.13.186.56,scanner,9,0.5824533980901545,332,2,44,1
115.6.2.111,phishing,7,0.5680037301981216,274,2,94,1
151.237.106.239,malware,5,0.7288441035249811,98,24,14,1
252.236.17.250,botnet,8,0.8554235545127089,24,20,98,0
38.226.114.15,scanner,6,0.80164799433919,303,13,52,1
192.216.118.229,scanner,4,0.9273625147086935,72,7,91,1
28.201.38.185,phishing,1,0.6948308246526688,34,6,87,1
17.230.85.218,phishing,6,0.9218210693536029,142,3,67,1
126.43.24.145,spam,8,0.5185142277053609,213,2,5,1
13.211.24.68,botnet,3,0.6829023082638224,204,18,42,1
138.66.232.109,botnet,7,0.5364915293001754,304,26,94,0
146.110.227.111,bruteforce,7,0.9596220852511679,216,1,7,1
214.33.110.8,malware,9,0.737656088378904,344,4,18,1
168.112.235.83,malware,1,0.6580782225213546,231,11,57,0
42.168.100.6,spam,5,0.7462438527185288,85,1,74,1
180.25.63.226,bruteforce,8,0.7664230375933798,168,17,44,1
187.183.58.109,botnet,3,0.9231162358943079,124,14,98,0
198.228.120.33,malware,5,0.7712138681265357,328,15,61,0
181.149.20.198,botnet,1,0.7156907114991478,235,11,97,1
70.246.111.4,botnet,9,0.980677223688464,144,11,63,1
94.74.189.62,bruteforce,4,0.9842790690349721,104,27,32,1
94.94.151.55,malware,5,0.5192083918471868,343,3,95,1
137.246.130.243,phishing,3,0.8534228784727578,263,21,28,1
31.39.228.36,phishing,2,0.6858790327752208,133,27,4,1
152.222.5.66,bruteforce,7,0.8375998349189668,8,21,15,0
212.219.74.4,malware,5,0.8184611970282145,14,7,2,1
79.133.117.113,spam,3,0.6650522566758852,63,10,23,1
94.247.229.179,scanner,2,0.993329361510362,177,21,59,0
62.184.193.79,bruteforce,6,0.6785547268498103,123,21,23,0
203.135.25.179,botnet,6,0.815990794298916,10,3,99,1
173.43.132.70,bruteforce,3,0.9066932028593883,94,11,91,1
154.117.67.19,scanner,9,0.5727324906547596,119,20,26,1
212.224.19.113,bruteforce,1,0.6502841956958472,300,26,34,1
140.46.0.90,malware,3,0.5994863592874982,245,22,13,1
142.63.37.37,botnet,1,0.8909112123993976,76,9,40,0
126.138.254.100,scanner,7,0.9006042709784656,93,26,51,1
77.234.2.161,phishing,2,0.6279719307265932,314,8,10,1
134.177.247.10,spam,4,0.5020650945692479,152,15,39,1
5.150.137.172,bruteforce,4,0.7116752468734997,239,3,90,1
130.12.167.130,bruteforce,8,0.8435688070310146,139,25,4,1
84.64.62.101,scanner,4,0.8112510898912634,84,16,82,0
73.16.8.203,spam,3,0.722849895547786,215,21,99,1
143.151.37.247,bruteforce,3,0.6509708184687271,281,17,52,1
163.93.94.49,phishing,5,0.7371936710464169,292,26,81,0
69.61.187.236,scanner,6,0.5075514047698471,240,6,56,1
178.77.116.120,malware,7,0.5369353097268761,22,21,27,1
203.136.161.76,botnet,5,0.5813383954365025,320,8,8,1
227.34.0.40,phishing,7,0.8127026785069524,44,5,53,1
64.149.59.64,spam,4,0.609399605543092,73,29,13,1
93.71.10.105,spam,5,0.7116894595202761,101,21,46,1
229.13.59.30,phishing,6,0.8107054204172035,283,19,86,1
35.212.164.5,malware,9,0.91528840367713,71,27,36,1
83.122.77.154,bruteforce,6,0.7748282602395313,40,24,43,0
62.131.88.237,malware,1,0.5885632520988526,278,2,94,1
42.88.145.40,bruteforce,7,0.9758697624874965,211,14,35,1
72.38.103.14,bruteforce,3,0.5450075747734446,159,0,51,1
32.178.124.166,spam,6,0.6835596455065127,86,26,63,1
97.22.62.143,bruteforce,2,0.9606619703519648,6,25,68,1
225.152.144.225,phishing,7,0.8011667319071656,182,23,13,1
239.246.193.206,bruteforce,1,0.8313261306124266,327,23,47,0
53.103.103.179,phishing,2,0.6508463222541017,298,26,6,0
39.178.197.134,botnet,9,0.5392692776750957,13,16,18,1
67.134.178.200,spam,9,0.68288048876272,99,8,8,1
42.191.243.15,malware,7,0.7010786784084773,243,1,41,1
111.156.32.244,scanner,2,0.6351361807806972,168,5,61,0
222.230.154.164,malware,5,0.6077426952699306,231,24,20,1
157.37.184.97,malware,4,0.6777543537154133,110,15,85,0
253.228.154.183,scanner,2,0.8197084383817894,346,12,96,0
33.253.195.86,spam,2,0.9745173735591454,339,5,56,0
66.9.4.123,bruteforce,8,0.8518903683965209,101,22,96,1
74.96.117.38,botnet,5,0.8898015424727878,216,14,2,1
141.158.46.228,malware,8,0.6530334847675251,239,24,66,1
109.215.179.184,bruteforce,2,0.5523462413640245,239,4,32,1
15.156.135.5,malware,2,0.6457567727345719,220,16,22,1
157.46.67.76,spam,3,0.701327105669745,269,8,90,1
173.129.154.95,spam,8,0.8449406732385084,27,25,41,0
115.242.163.36,phishing,8,0.9696792835152122,285,29,10,0
26.42.26.69,spam,3,0.9046462571782734,334,12,39,0
148.10.253.74,spam,1,0.63320014279506,53,6,45,0
104.37.133.200,malware,7,0.9101503406852927,212,15,5,1
23.46.89.46,botnet,4,0.7058733876274539,119,7,12,1
107.139.217.141,malware,3,0.5877194093170461,74,17,32,1
104.189.209.217,bruteforce,5,0.7306267442848888,69,4,40,1
225.110.103.60,spam,6,0.7816102726263527,322,12,18,0
171.203.235.100,phishing,1,0.8817025546791223,232,23,74,1
240.67.132.120,botnet,9,0.674948245854046,270,22,64,0
37.71.126.106,phishing,6,0.5733896605193658,131,6,87,0
241.91.30.122,scanner,3,0.5471767736459012,97,19,1,1
137.245.50.29,phishing,1,0.5562229917004216,101,12,53,0
206.39.40.214,phishing,9,0.9750117098387943,166,1,42,0
11.150.0.46,bruteforce,2,0.975875627588918,104,25,82,1
101.148.89.110,spam,6,0.9843782227026716,85,18,94,1
164.181.214.57,bruteforce,6,0.6512444342764132,36,13,83,0
1.62.181.55,spam,3,0.5958072102739365,159,29,38,1
115.167.142.149,bruteforce,6,0.9904572364581358,122,13,17,1
175.200.52.137,spam,2,0.9941320450617341,131,8,62,1
202.179.56.117,spam,8,0.5391752209751577,265,3,28,1
154.168.34.63,spam,1,0.876264050188808,282,16,22,0
244.24.89.75,phishing,6,0.6443319806564141,339,25,46,1
38.129.134.210,scanner,1,0.9546493722075144,260,19,38,0
219.161.90.17,spam,9,0.5446125080271168,354,28,32,1
128.170.186.108,scanner,9,0.9442888679183385,188,15,55,1
251.178.181.152,scanner,6,0.5013106329592814,30,23,89,1
25.198.179.198,malware,6,0.7609889365094544,274,29,9,0
245.87.160.177,malware,9,0.6677819237505667,309,7,50,1
29.62.234.150,botnet,5,0.7136668768320527,131,25,37,1
154.155.113.213,bruteforce,9,0.7168922856329863,175,14,65,0
49.198.80.84,malware,5,0.8268015795678434,303,25,93,1
105.176.147.118,spam,4,0.5115485616533144,48,17,79,0
86.219.62.189,scanner,2,0.8456820541262147,171,9,44,1
104.48.70.1,bruteforce,2,0.5110990645152664,311,3,60,1
224.140.221.215,botnet,1,0.5926368801637567,329,6,29,1
179.122.183.211,malware,3,0.8033708257781724,5,23,85,1
62.31.157.29,phishing,1,0.5432187179709804,75,16,63,1
49.172.220.30,bruteforce,6,0.9954518295765975,203,7,76,0
144.167.18.18,botnet,7,0.8921920440859875,209,0,26,0
1.77.114.175,spam,9,0.8528329634039578,35,21,45,1
242.193.245.220,bruteforce,7,0.6338405031354075,280,20,95,1
113.113.221.166,scanner,4,0.5242824461334767,176,9,35,1
179.62.131.129,spam,4,0.9893904980885754,54,14,78,1
8.156.54.103,spam,8,0.5739241399800312,168,22,7,1
131.31.9.202,bruteforce,4,0.9152836707082224,312,5,67,1
211.109.161.124,phishing,1,0.5987587067548661,326,9,53,1
225.86.54.220,phishing,9,0.687047683480082,47,29,41,1
32.177.134.93,bruteforce,3,0.8467947952009423,103,0,4,1
8.64.56.247,bruteforce,1,0.9726824457405634,2,5,2,1
67.215.214.187,bruteforce,9,0.5098911780401183,84,12,35,0
253.71.53.249,scanner,5,0.6303840789406413,172,29,33,1
239.228.66.51,malware,9,0.8824828459318617,275,2,50,1
97.91.238.8,spam,3,0.5866969174448105,328,11,13,1
162.34.95.88,bruteforce,6,0.555727559407948,232,14,7,1
78.31.119.46,malware,7,0.5230923557234424,163,21,39,0
235.143.195.244,scanner,5,0.7512449975901958,59,6,91,1
165.181.212.142,spam,8,0.8838668256853628,77,5,49,1
223.54.175.210,malware,6,0.9808672823463556,17,8,3,1
7.73.6.161,spam,6,0.6337429746175185,96,15,17,1
151.84.146.112,phishing,7,0.5606862007956859,65,11,25,1
125.146.35.29,bruteforce,8,0.7012766365827744,30,8,94,1
